"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"11","BEL",65772.08,0.811111111111111,58944.6,0.9,58944.6,376.49,174.76,15140029.67,541327.42,417.75,193.91,16799211,600650.98,2026,14598702.25,"Belgium","Europe & Central Asia","High income"
"12","BEN",191342.43,0.5,151392.6,0.9,151392.6,904.8,664.09,1177498,529723.79,1628.65,1195.35,2119496.4,953502.83,2026,647774.21,"Benin","Sub-Saharan Africa","Lower middle income"
"13","BFA",349750.09,0.5,274923.9,0.9,274923.9,1896.89,1564.69,2138297,1053091.05,3414.41,2816.44,3848934.6,1895563.89,2026,1085205.95,"Burkina Faso","Sub-Saharan Africa","Low income"
"14","BGD",1489329.99,0.5,1275795.9,0.9,1275795.9,6166.27,4351.69,9922857,4478329.31,11099.29,7833.04,17861142.6,8060992.76,2026,5444527.69,"Bangladesh","South Asia","Lower middle income"
"15","BGR",32065.9,0.513333333333333,28561.5,0.9,28561.5,244.82,138.69,683554.97,157621.6,429.24,243.15,1198440.54,276349.55,2026,525933.37,"Bulgaria","Europe & Central Asia","Upper middle income"
"16","BHR",10622.81,0.5,9475.2,0.9,9475.2,25.48,16.9,1500240,20189.73,45.87,30.41,2700432,36341.51,2026,1480050.27,"Bahrain","Middle East & North Africa","High income"
"17","BHS",2557.02,0.5,2261.7,0.9,2261.7,20.4,14.97,358102.5,17724.16,36.73,26.94,644584.5,31903.49,2026,340378.34,"Bahamas, The","Latin America & Caribbean","High income"
"18","BIH",15294.24,0.5,13671.9,0.9,13671.9,76.66,43.13,318707.18,47811.25,137.99,77.63,573672.92,86060.25,2026,270895.93,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income"
"19","BLR",59552.93,0.5,53322.3,0.9,53322.3,280.25,131.27,1243002.06,711789.09,504.45,236.28,2237403.71,1281220.36,2026,531212.97,"Belarus","Europe & Central Asia","Upper middle income"
"20","BLZ",3922.64,0.517777777777778,3465.9,0.9,3465.9,41.94,40.97,83666.65,34775.79,72.9,71.21,145429.16,60447.19,2026,48890.86,"Belize","Latin America & Caribbean","Upper middle income"
"21","BOL",120697.52,0.66,103011.3,0.9,103011.3,1973.59,1372.65,1812998.88,1246434.01,2691.26,1871.8,2472271.2,1699682.74,2026,566564.87,"Bolivia","Latin America & Caribbean","Lower middle income"
"22","BRA",1450019.92,0.797777777777778,1281713.4,0.9,1281713.4,15060.96,9101.34,47672269.73,16849978.89,16990.77,10267.53,53780694.26,19009029.11,2026,30822290.84,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1510.89,0.624444444444444,1340.1,0.9,1340.1,16.93,11.55,264992.37,12098.96,24.41,16.65,381928.5,17438.01,2026,252893.41,"Barbados","Latin America & Caribbean","High income"
"24","BRN",3433.29,0.895555555555556,3058.2,0.9,3058.2,42.73,14.05,867282.87,47712.78,42.94,14.12,871587,47949.57,2026,819570.09,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",6285.67,0.891111111111111,5429.7,0.9,5429.7,63.6,43.02,129025.76,44483.79,64.23,43.45,130312.8,44927.52,2026,84541.97,"Bhutan","South Asia","Lower middle income"
"26","BWA",28270.01,0.597777777777778,24063.3,0.9,24063.3,455.12,307.68,670637.64,338946.11,685.22,463.23,1009696.07,510309.2,2026,331691.53,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",80468.95,0.5,61715.7,0.9,61715.7,488.13,401.29,480011,387819.52,878.63,722.33,864019.8,698075.14,2026,92191.48,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",197695.84,0.886666666666667,176892.3,0.9,176892.3,894.3,524.02,49667426.9,1734242.93,907.75,531.9,50414305.5,1760321.77,2026,47933183.97,"Canada","North America","High income"
"29","CHE",43497.92,0.815555555555556,38949.3,0.9,38949.3,137.98,76.22,10059017.37,178486.31,152.27,84.12,11100550.5,196967.18,2026,9880531.06,"Switzerland","Europe & Central Asia","High income"
"30","CHL",123423.48,0.753333333333333,110131.2,0.9,110131.2,1175.38,820.61,3868036.16,1097497.06,1404.22,980.37,4621105.15,1311169.05,2026,2770539.1,"Chile","Latin America & Caribbean","High income"
"31","CHN",8247786.68,0.5,7303111.2,0.9,7303111.2,35949.61,23259.99,170243636.64,25981132.13,64709.31,41867.98,306438545.95,46766037.83,2026,144262504.51,"China","East Asia & Pacific","Upper middle income"
"32","CIV",406356.98,0.682222222222222,328367.7,0.9,328367.7,5848.7,4586.71,5973859.79,3596460.29,7715.71,6050.87,7880824.8,4744516.01,2026,2377399.5,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",417802.21,0.522222222222222,335646.9,0.9,335646.9,4383.62,3249.22,4674193.87,2594389.52,7554.75,5599.72,8055525.6,4471181.93,2026,2079804.35,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1570039.61,0.5,1239111.9,0.9,1239111.9,16466.05,13096.87,9637537,14603150.78,29638.89,23574.36,17347566.6,26285671.4,2026,-4965613.78,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",82334.96,0.5,69510.6,0.9,69510.6,708.88,489.27,926808,262632.92,1275.98,880.68,1668254.4,472739.25,2026,664175.08,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",362783.78,0.548888888888889,320603.4,0.9,320603.4,3189.75,2210,8204375.58,2926679.8,5230.16,3623.68,13452518.66,4798806.96,2026,5277695.78,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",12253.21,0.5,10102.5,0.9,10102.5,232.78,180.57,78575,138324.27,419.01,325.03,141435,248983.68,2026,-59749.27,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",5361.44,0.5,4705.2,0.9,4705.2,43.07,38.97,109683.44,24101.45,77.53,70.15,197430.19,43382.61,2026,85581.99,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",35436.16,0.762222222222222,31562.1,0.9,31562.1,246.99,225.19,1121606.37,227538,291.64,265.89,1324345.72,268667.32,2026,894068.37,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",6751.14,0.5,6055.2,0.9,6055.2,18.09,23.62,958740,14475.8,32.57,42.51,1725732,26056.45,2026,944264.2,"Cyprus","Europe & Central Asia","High income"
"41","CZE",53970.32,0.5,48406.5,0.9,48406.5,233.23,143.65,7664362.5,338809.64,419.81,258.57,13795852.5,609857.35,2026,7325552.86,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",377628.56,0.708888888888889,338428.8,0.9,338428.8,1772.42,912.8,75970998.4,2597661.61,2250.26,1158.89,96452208,3297971.63,2026,73373336.79,"Germany","Europe & Central Asia","High income"
"43","DJI",10860.92,0.5,8946,0.9,8946,59.57,47.3,119280,36998.41,107.22,85.14,214704,66597.13,2026,82281.59,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",29002.09,0.855555555555556,25993.8,0.9,25993.8,215.85,104.54,7042394.33,306259.58,227.07,109.97,7408233,322169.17,2026,6736134.75,"Denmark","Europe & Central Asia","High income"
"45","DOM",100796.45,0.535555555555556,87717.6,0.9,87717.6,1137.57,936.5,2190202.34,998824.53,1911.69,1573.79,3680630.5,1678522.55,2026,1191377.81,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",480957.29,0.5,420660,0.9,420660,2059.37,1356.46,9806052,1176785.37,3706.86,2441.63,17650893.6,2118213.67,2026,8629266.63,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",161176.27,0.513333333333333,142344,0.9,142344,1693.54,1196.26,3406682.05,1045113.36,2969.2,2097.34,5972754.24,1832341.61,2026,2361568.69,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",1271977.78,0.5,1113366.6,0.9,1113366.6,2238.4,1700.81,25953812.52,2800784.75,4029.12,3061.46,46716862.54,5041412.55,2026,23153027.77,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",212557.69,0.842222222222222,190530.9,0.9,190530.9,907.7,459.08,50815296.7,1230581.31,969.96,490.58,54301306.5,1315001.14,2026,49584715.39,"Spain","Europe & Central Asia","High income"
"50","EST",7216.62,0.753333333333333,6465.6,0.9,6465.6,91.42,32.52,1542404.8,79674.97,109.22,38.85,1842696,95186.92,2026,1462729.83,"Estonia","Europe & Central Asia","High income"
"51","ETH",1657304.48,0.833333333333333,1370822.4,0.9,1370822.4,22760.69,18387.71,17769920,25408339.17,24581.54,19858.73,19191513.6,27441006.31,2026,-7638419.17,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",29871,0.5,26804.7,0.9,26804.7,63.26,28.18,4244077.5,92522.92,113.87,50.73,7639339.5,166541.25,2026,4151554.58,"Finland","Europe & Central Asia","High income"
"53","FJI",8790.95,0.5,7715.7,0.9,7715.7,123.46,101.53,179861.54,102208.71,222.22,182.75,323750.77,183975.68,2026,77652.83,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",387858.77,0.664444444444444,347574.6,0.9,347574.6,1817.52,872.44,73132270.47,2519617.86,2461.86,1181.74,99058761,3412860.31,2026,70612652.61,"France","Europe & Central Asia","High income"
"55","FSM",1163.62,0.642222222222222,1015.2,0.9,1015.2,21.75,18.1,30396.94,15236.71,30.48,25.37,42597.79,21352.48,2026,15160.23,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",30407.42,0.5,25741.8,0.9,25741.8,369.89,227.29,600069.96,164064.57,665.81,409.12,1080125.93,295316.23,2026,436005.39,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",406821.52,0.762222222222222,364244.4,0.9,364244.4,2109.53,803.41,87917805.73,3082374.76,2490.84,948.64,103809654,3639538.72,2026,84835430.97,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",28008.37,0.553333333333333,24887.7,0.9,24887.7,156.35,104.54,367231.84,112027.49,254.3,170.03,597304.8,182213.38,2026,255204.35,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",415442.72,0.5,345402.9,0.9,345402.9,5120.64,3797.32,4605372,8574913.48,9217.15,6835.17,8289669.6,15434844.26,2026,-3969541.48,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",214607.76,0.5,167918.4,0.9,167918.4,3355.75,2685.82,1306032,2712442.67,6040.35,4834.48,2350857.6,4882396.8,2026,-1406410.67,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",38691.4,0.633333333333333,31884.3,0.9,31884.3,1022.71,927.55,314119.4,1185461.29,1453.33,1318.09,446380.2,1684602.88,2026,-871341.89,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",31205.74,0.5,24963.3,0.9,24963.3,427.05,349.26,194159,284116.19,768.68,628.67,349486.2,511409.14,2026,-89957.19,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",19540.55,0.5,15658.2,0.9,15658.2,202.82,133.48,2479215,94197.87,365.08,240.26,4462587,169556.17,2026,2385017.13,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",44113.26,0.5,39542.4,0.9,39542.4,186.45,88.32,6260880,236031.99,335.62,158.97,11269584,424857.58,2026,6024848.01,"Greece","Europe & Central Asia","High income"
"65","GTM",201230.17,0.566666666666667,175068.9,0.9,175068.9,2240,1600.53,4625190.66,1493442.01,3557.64,2542.02,7345891.04,2371937.32,2026,3131748.65,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",7368.39,0.508888888888889,6406.2,0.9,6406.2,96.54,61.35,86934.51,81043.8,170.74,108.5,153748.8,143330.74,2026,5890.70999999999,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",98234.15,0.735555555555556,86370.3,0.9,86370.3,1129.18,780.27,1694137.44,1085304.72,1381.62,954.71,2072887.2,1327940.82,2026,608832.72,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",19233.46,0.5,17226,0.9,17226,90.12,45.77,2727450,123568.73,162.21,82.38,4909410,222423.72,2026,2603881.27,"Croatia","Europe & Central Asia","High income"
"69","HTI",132961.42,0.5,108369,0.9,108369,787.92,649.77,842870,684854.51,1418.26,1169.59,1517166,1232738.12,2026,158015.49,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",43460.82,0.864444444444444,38866.5,0.9,38866.5,526.52,227.54,10639344.5,459929.71,548.18,236.9,11076952.5,478847.13,2026,10179414.79,"Hungary","Europe & Central Asia","High income"
"71","IDN",2475038.51,0.522222222222222,2152555.2,0.9,2152555.2,26852.6,19036.98,29976324.27,18488637.16,46277.88,32808.41,51661324.8,31863395.96,2026,11487687.11,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",11762069.68,0.5,9917725.5,0.9,9917725.5,107685.36,79862.58,132236340,68956523.42,193833.66,143752.65,238025412,124121742.15,2026,63279816.58,"India","South Asia","Lower middle income"
"73","IRL",34757.03,0.815555555555556,31152.6,0.9,31152.6,247.94,108.63,8045447.4,363016.81,273.61,119.88,8878491,400604.38,2026,7682430.59,"Ireland","Europe & Central Asia","High income"
"74","IRN",701486.75,0.5,618156.9,0.9,618156.9,1214.18,1029.24,14409924.18,2102338.54,2185.53,1852.63,25937863.52,3784209.38,2026,12307585.64,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",534914.16,0.5,464884.2,0.9,464884.2,552.85,430.05,10836967.24,249140.44,995.13,774.09,19506541.03,448452.79,2026,10587826.8,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",2215.62,0.9,1988.1,0.9,1988.1,11.36,7.15,566608.5,17837.37,11.36,7.15,566608.5,17837.37,2026,548771.13,"Iceland","Europe & Central Asia","High income"
"77","ISR",82052.25,0.744444444444444,73501.2,0.9,73501.2,308.73,215.89,17327227.33,455705.26,373.25,261,20947842,550927.26,2026,16871522.07,"Israel","Middle East & North Africa","High income"
"78","ITA",256605.5,0.5,230074.2,0.9,230074.2,730.13,282.25,36428415,1028363.33,1314.24,508.05,65571147,1851053.99,2026,35400051.67,"Italy","Europe & Central Asia","High income"
"79","JAM",23258,0.508888888888889,20577.6,0.9,20577.6,230.89,168.68,488214.48,252512.26,408.34,298.32,863436.1,446582.81,2026,235702.22,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",104008.94,0.5,91805.4,0.9,91805.4,202.75,165.55,2140085.88,197155.73,364.94,298,3852154.58,354880.32,2026,1942930.15,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",522099.27,0.5,468276.3,0.9,468276.3,2977.04,1110.41,74143747.5,4508210.79,5358.66,1998.74,133458745.5,8114779.42,2026,69635536.71,"Japan","East Asia & Pacific","High income"
"82","KAZ",197017.08,0.5,174149.1,0.9,174149.1,1276.53,662.77,4059609.02,1448572.87,2297.76,1192.98,7307296.24,2607431.16,2026,2611036.15,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",733282.57,0.695555555555556,621969.3,0.9,621969.3,10764.99,7524.5,6729554.25,9546434.26,13929.15,9736.18,8707570.2,12352414.94,2026,-2816880.01,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",79361.05,0.5,69529.5,0.9,69529.5,553.65,388.63,540785,453944.59,996.58,699.54,973413,817100.27,2026,86840.41,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",180073.14,0.5,155087.1,0.9,155087.1,1107.04,802.19,1206233,820391.53,1992.67,1443.93,2171219.4,1476704.76,2026,385841.47,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1450.4,0.5,1223.1,0.9,1223.1,17.54,13.96,16308,12417.64,31.57,25.13,29354.4,22351.74,2026,3890.36,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",219020.88,0.5,196257.6,0.9,196257.6,857.32,472.68,31074120,610137.09,1543.18,850.83,55933416,1098246.76,2026,30463982.91,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",30324.52,0.5,27023.4,0.9,27023.4,43.77,32.86,4278705,27750.09,78.79,59.14,7701669,49950.16,2026,4250954.91,"Kuwait","Middle East & North Africa","High income"
"89","LAO",80277.2,0.686666666666667,67649.4,0.9,67649.4,556.81,385.48,1238735.68,470563.66,729.8,505.24,1623585.6,616758.19,2026,768172.02,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",45533.96,0.5,40539.6,0.9,40539.6,98.2,70.62,945023.12,95577.66,176.76,127.11,1701041.62,172039.78,2026,849445.46,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",74085.48,0.633333333333333,59979.6,0.9,59979.6,1383.21,1127.74,590910.13,855937.4,1965.62,1602.58,839714.4,1216332.09,2026,-265027.27,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",65658.65,0.5,58018.5,0.9,58018.5,264.15,209.32,1352475.7,161962.56,475.48,376.77,2434456.26,291532.6,2026,1190513.14,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1108.24,0.775555555555556,978.3,0.9,978.3,18.28,14.59,35373.49,15199.1,21.21,16.93,41049.47,17637.93,2026,20174.39,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",164858.55,0.704444444444444,146703.6,0.9,146703.6,1151.45,714.99,2755854.29,854181.98,1471.09,913.47,3520886.4,1091305.05,2026,1901672.31,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",24548.4,0.5,19946.7,0.9,19946.7,372.81,270.03,265956,302946.87,671.06,486.06,478720.8,545304.37,2026,-36990.87,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",15559.69,0.793333333333333,13918.5,0.9,13918.5,197.85,96.2,514803.04,164149.5,224.45,109.13,584020.26,186220.02,2026,350653.54,"Lithuania","Europe & Central Asia","High income"
"97","LUX",3432.08,0.5,3076.2,0.9,3076.2,10.33,5.57,487065,15070.25,18.6,10.02,876717,27126.45,2026,471994.75,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",8945.66,0.686666666666667,7991.1,0.9,7991.1,88.53,48.43,255826.48,73483.7,116.04,63.47,335306.56,96313.58,2026,182342.78,"Latvia","Europe & Central Asia","High income"
"99","MAR",347037.03,0.5,303230.7,0.9,303230.7,1866.05,1176.43,7068644.54,1199435.37,3358.88,2117.57,12723560.17,2158983.67,2026,5869209.17,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",21668.42,0.655555555555556,19190.7,0.9,19190.7,168.58,103.88,335481.87,184980.03,231.44,142.62,460576.8,253955.63,2026,150501.84,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",395570.73,0.5,329735.7,0.9,329735.7,6106.12,4721.21,2564611,4827392.65,10991.01,8498.18,4616299.8,8689306.77,2026,-2262781.65,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",3655.52,0.682222222222222,3248.1,0.9,3248.1,57.34,39.24,103311.39,37555.69,75.65,51.76,136290.28,49544.15,2026,65755.7,"Maldives","South Asia","Upper middle income"
"103","MEX",1114784.94,0.504444444444444,984443.4,0.9,984443.4,6698.43,3869.98,23152455.88,6312539.76,11950.94,6904.58,41307245.06,11262460.8,2026,16839916.12,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",608.47,0.62,524.4,0.9,524.4,9.12,7.32,15158.2,6288.57,13.24,10.62,22003.84,9128.56,2026,8869.63,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",11296.56,0.593333333333333,10070.1,0.9,10070.1,42.8,29.42,278564.33,29414.67,64.93,44.63,422541.4,44617.76,2026,249149.66,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",361466.35,0.5,281277.9,0.9,281277.9,3863.84,3162.66,2187717,2362868.05,6954.92,5692.78,3937890.6,4253162.49,2026,-175151.05,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",2108.18,0.99,2072.07,0.9,2072.07,8.68,6.79,590539.95,13098.19,8.68,6.79,590539.95,13098.19,2026,577441.76,"Malta","Middle East & North Africa","High income"
"108","MMR",470008.57,0.5,397121.4,0.9,397121.4,4274.05,3200.89,3088722,2712100.6,7693.29,5761.6,5559699.6,4881781.09,2026,376621.4,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",3539.49,0.5,3161.7,0.9,3161.7,34.92,22.43,73702.74,23678.91,62.85,40.38,132664.93,42622.04,2026,50023.83,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",37900.97,0.5,33315.3,0.9,33315.3,351.68,351.93,444204,328077.93,633.02,633.47,799567.2,590540.27,2026,116126.07,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",515745.75,0.5,415943.1,0.9,415943.1,7867.28,6472.42,3235113,6463126.54,14161.1,11650.35,5823203.4,11633627.77,2026,-3228013.54,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",67819.41,0.5,55876.5,0.9,55876.5,714.42,548.93,434595,375088.85,1285.95,988.07,782271,675159.93,2026,59506.15,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",6656.61,0.744444444444444,5905.8,0.9,5905.8,71.55,50.43,204976.46,43015.97,86.5,60.97,247807.37,52004.38,2026,161960.49,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",295070.93,0.553333333333333,245298.6,0.9,245298.6,6839.79,5553.84,2111384.99,11173942.82,11124.96,9033.35,3434180.4,18174485.31,2026,-9062557.83,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",248287.59,0.562222222222222,221615.1,0.9,221615.1,1538.16,1296.56,5808985.95,1093234.31,2462.27,2075.52,9298969.6,1750039.11,2026,4715751.64,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",34029.8,0.5,29067.3,0.9,29067.3,508.72,362.25,677591.06,440531.56,915.7,652.06,1219663.91,792956.81,2026,237059.5,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",456129.45,0.5,360881.1,0.9,360881.1,1500.95,1288.97,2806853,868609.43,2701.71,2320.15,5052335.4,1563496.97,2026,1938243.57,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",3532559.37,0.5,2636356.5,0.9,2636356.5,15751.32,12174.67,35151420,12824766.62,28352.38,21914.4,63272556,23084579.91,2026,22326653.38,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",64653.67,0.5,56868.3,0.9,56868.3,674.74,458.81,758244,518567.1,1214.53,825.85,1364839.2,933420.79,2026,239676.9,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",86972.84,0.793333333333333,77925.6,0.9,77925.6,392.6,169.89,19576642.4,548843.99,445.39,192.73,22208796,622638.14,2026,19027798.41,"Netherlands","Europe & Central Asia","High income"
"121","NOR",30642.04,0.93,28399.41,0.9,28399.41,263.92,105.77,8093831.85,371230,263.92,105.77,8093831.85,371230,2026,7722601.85,"Norway","Europe & Central Asia","High income"
"122","NPL",283847.73,0.5,243655.2,0.9,243655.2,3001.71,2373,1895096,2209025.73,5403.09,4271.39,3411172.8,3976246.31,2026,-313929.73,"Nepal","South Asia","Lower middle income"
"123","NZL",31207.46,0.713333333333333,27923.4,0.9,27923.4,115.34,73.79,6307585.8,190232.24,145.52,93.1,7958169,240012.64,2026,6117353.56,"New Zealand","East Asia & Pacific","High income"
"124","OMN",39700.22,0.5,35317.8,0.9,35317.8,143.12,110.52,5591985,94698.17,257.61,198.94,10065573,170456.7,2026,5497286.83,"Oman","Middle East & North Africa","High income"
"125","PAK",2712181.67,0.5,2234770.2,0.9,2234770.2,5863.79,4091.99,29796936,4680397.26,10554.81,7365.58,53634484.8,8424715.07,2026,25116538.74,"Pakistan","South Asia","Lower middle income"
"126","PAN",38852.73,0.5,34208.1,0.9,34208.1,264.13,189.47,797428.82,244499.66,475.44,341.05,1435371.88,440099.39,2026,552929.16,"Panama","Latin America & Caribbean","High income"
"127","PER",261518.76,0.735555555555556,230685.3,0.9,230685.3,4544.3,3232.69,7910945.1,2857887.17,5560.25,3955.41,9679555.19,3496810.58,2026,5053057.93,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1141522.1,0.5,995516.1,0.9,995516.1,8117.89,5761.2,23206586.42,5860075.05,14612.2,10370.16,41771855.56,10548135.09,2026,17346511.37,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",107615.09,0.5,91123.2,0.9,91123.2,1269.6,998.85,1214976,921318.35,2285.28,1797.93,2186956.8,1658373.03,2026,293657.65,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",184231.33,0.5,164874.6,0.9,164874.6,1110.07,687.71,26105145,694127.13,1998.13,1237.88,46989261,1249428.83,2026,25411017.87,"Poland","Europe & Central Asia","High income"
"131","PRT",41954.71,0.837777777777778,37619.1,0.9,37619.1,351.48,177.44,9980207.9,503889.43,377.58,190.62,10721443.5,541313.57,2026,9476318.47,"Portugal","Europe & Central Asia","High income"
"132","PRY",68094.15,0.575555555555556,59742,0.9,59742,1193.63,890.48,1603097.65,1082462.9,1866.48,1392.45,2506774.32,1692654.34,2026,520634.75,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",67874.11,0.5,59748.3,0.9,59748.3,321.55,248.53,1392799.26,312682.82,578.79,447.36,2507038.67,562829.08,2026,1080116.44,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
