"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"29","CHE",41849.01,0.752222222222222,37478.7,0.9,37478.7,121.84,67.1,8927565.15,157603.31,145.77,80.28,10681429.5,188565.25,2023,8769961.84,"Switzerland","Europe & Central Asia","High income"
"30","CHL",125549.05,0.643333333333333,111957.3,0.9,111957.3,1014.22,706.57,3358005.79,947019.6,1418.86,988.47,4697728.31,1324846.08,2023,2410986.19,"Chile","Latin America & Caribbean","High income"
"31","CHN",8160978.86,0.2,7194000.6,0.9,7194000.6,14112.38,9116.71,67080058.93,10199152.07,63505.71,41025.21,301860265.18,45896184.32,2023,56880906.86,"China","East Asia & Pacific","Upper middle income"
"32","CIV",383521.63,0.518888888888889,306016.2,0.9,306016.2,4090.99,3204.3,4234357.49,2515616.4,7095.72,5557.79,7344388.8,4363274.7,2023,1718741.09,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",400599.35,0.238888888888889,317235.6,0.9,317235.6,1879.34,1391.37,2020908.27,1112263.76,7080.3,5241.92,7613654.4,4190389.05,2023,908644.51,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1463282.33,0.2,1136808,0.9,1136808,5983.78,4754.59,3536736,5306803.54,26927.03,21395.65,15915312,23880615.92,2023,-1770067.54,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",78985.01,0.2,66001.5,0.9,66001.5,265.39,182.75,352008,98326.09,1194.27,822.36,1584036,442467.39,2023,253681.91,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",370693.48,0.285555555555556,327074.4,0.9,327074.4,1680.86,1161.81,4354418.21,1542235.03,5297.66,3661.73,13724041.82,4860740.76,2023,2812183.18,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",11738.3,0.2,9590.4,0.9,9590.4,87.56,67.82,29836.8,52029.95,394.02,305.18,134265.6,234134.79,2023,-22193.15,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",5275,0.2,4620.6,0.9,4620.6,16.85,15.24,43084.53,9430.51,75.84,68.58,193880.38,42437.31,2023,33654.02,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",35364.95,0.658888888888889,31486.5,0.9,31486.5,212.06,192.52,967229.52,195359.9,289.66,262.98,1321173.54,266849.1,2023,771869.62,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",6766.39,0.2,6066,0.9,6066,7.22,9.37,384180,5779.45,32.51,42.17,1728810,26007.54,2023,378400.55,"Cyprus","Europe & Central Asia","High income"
"41","CZE",55591.35,0.2,49842.9,0.9,49842.9,95.61,58.68,3156717,138898.94,430.26,264.07,14205226.5,625045.24,2023,3017818.06,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",368192.68,0.565555555555556,329844.6,0.9,329844.6,1373.56,704.8,59072724.57,2013083.5,2185.82,1121.59,94005711,3203531.7,2023,57059641.07,"Germany","Europe & Central Asia","High income"
"43","DJI",9958.3,0.2,8124.3,0.9,8124.3,21.4,16.97,43329.6,13291.8,96.3,76.36,194983.2,59813.09,2023,30037.8,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",30720.36,0.822222222222222,27530.1,0.9,27530.1,218.77,105.37,7168022.33,310391.28,239.46,115.34,7846078.5,339752.62,2023,6857631.05,"Denmark","Europe & Central Asia","High income"
"45","DOM",99913.94,0.262222222222222,86881.5,0.9,86881.5,546.33,449.05,1062159.59,479692.24,1875.11,1541.23,3645547.74,1646401.34,2023,582467.35,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",439725.7,0.2,383319.9,0.9,383319.9,745.99,490.93,3574245.11,426280.31,3356.94,2209.16,16084103,1918261.38,2023,3147964.8,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",158170.1,0.223333333333333,139337.1,0.9,139337.1,715.43,504.31,1450819.17,441502.66,2883.07,2032.28,5846584.72,1779189.84,2023,1009316.51,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",1139127.32,0.2,993067.2,0.9,993067.2,788.25,597.29,9259799.94,986286.65,3547.1,2687.79,41669099.71,4438289.94,2023,8273513.29,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",231909.92,0.798888888888889,207807.3,0.9,207807.3,936.03,472.22,52571398.62,1268998.99,1054.5,531.99,59225080.5,1429609.43,2023,51302399.63,"Spain","Europe & Central Asia","High income"
"50","EST",7468.31,0.643333333333333,6677.1,0.9,6677.1,80.3,28.48,1360273.65,69984.08,112.34,39.84,1902973.5,97905.19,2023,1290289.57,"Estonia","Europe & Central Asia","High income"
"51","ETH",1597034.44,0.783333333333333,1297611,0.9,1297611,20043.1,16172.42,15811630.33,22374632.19,23028.25,18581.08,18166554,25707024.21,2023,-6563001.86,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",30773.08,0.2,27600.3,0.9,27600.3,25.97,11.52,1748019,37978.68,116.86,51.82,7866085.5,170904.06,2023,1710040.32,"Finland","Europe & Central Asia","High income"
"53","FJI",8590.18,0.2,7538.4,0.9,7538.4,47.57,38.99,70291.39,39386.88,214.09,175.47,316311.26,177240.94,2023,30904.51,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",393681.94,0.487777777777778,352799.1,0.9,352799.1,1348.59,646.19,54494394.32,1869549.28,2488.29,1192.29,100547743.5,3449510.07,2023,52624845.04,"France","Europe & Central Asia","High income"
"55","FSM",1174.41,0.448888888888889,1023.3,0.9,1023.3,15.18,12.6,21415.82,10631.71,30.43,25.25,42937.67,21316.05,2023,10784.11,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",27512.88,0.2,23100.3,0.9,23100.3,131.38,80.49,215397.46,58272.75,591.21,362.21,969288.59,262227.36,2023,157124.71,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",404873.23,0.658888888888889,362345.4,0.9,362345.4,1809.24,685.93,75602696.7,2643595.38,2471.3,936.93,103268439,3610981.88,2023,72959101.32,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",26882.34,0.293333333333333,23786.1,0.9,23786.1,78.8,52.59,186060.16,56464.32,241.78,161.35,570866.4,173242.8,2023,129595.84,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",398016.22,0.2,327323.7,0.9,327323.7,1907.85,1410.73,1745726.4,3194845.97,8585.33,6348.27,7855768.8,14376806.86,2023,-1449119.57,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",205376.19,0.2,158997.6,0.9,158997.6,1258.52,1006.16,494659.2,1017258.84,5663.35,4527.73,2225966.4,4577664.79,2023,-522599.64,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",35996.03,0.433333333333333,29341.8,0.9,29341.8,629.7,569.92,197785.47,729909.39,1307.85,1183.69,410785.2,1515965.65,2023,-532123.92,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",29919.6,0.2,23478.3,0.9,23478.3,158.79,129.69,73043.6,105641.71,714.54,583.62,328696.2,475387.72,2023,-32598.11,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",18224.26,0.2,14390.1,0.9,14390.1,73.97,48.69,911373,34354.43,332.87,219.11,4101178.5,154594.93,2023,877018.57,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",48947.89,0.2,43872.3,0.9,43872.3,82.32,38.87,2778579,104210.54,370.44,174.91,12503605.5,468947.45,2023,2674368.46,"Greece","Europe & Central Asia","High income"
"65","GTM",197913.5,0.316666666666667,171436.5,0.9,171436.5,1214.72,866.55,2531037.69,809875.4,3452.37,2462.84,7193475.54,2301751.15,2023,1721162.29,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",7190.66,0.215555555555556,6237,0.9,6237,39.43,24.99,35851.2,33100.25,164.63,104.34,149688,138202.06,2023,2750.95,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",100058.79,0.612222222222222,87714.9,0.9,87714.9,947.4,654.7,1432026.96,910592.48,1392.74,962.44,2105157.6,1338620.52,2023,521434.48,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",20264.56,0.2,18104.4,0.9,18104.4,37.72,19.08,1146612,51726.32,169.75,85.88,5159754,232768.44,2023,1094885.68,"Croatia","Europe & Central Asia","High income"
"69","HTI",131896.1,0.2,107559,0.9,107559,306.14,252.1,334628,266094.85,1377.63,1134.46,1505826,1197426.81,2023,68533.15,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",45193.21,0.837777777777778,40383.9,0.9,40383.9,527.93,227.24,10713699.1,461157.56,567.14,244.11,11509411.5,495407.99,2023,10252541.54,"Hungary","Europe & Central Asia","High income"
"71","IDN",2418269.03,0.238888888888889,2093597.1,0.9,2093597.1,11852.36,8382.15,13336988.93,8160622.53,44653.06,31579.26,50246330.4,30744670.93,2023,5176366.4,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",12398766.34,0.2,10333989,0.9,10333989,44424.81,32881.31,55114608,28447511.41,199911.66,147965.89,248015736,128013801.32,2023,26667096.59,"India","South Asia","Lower middle income"
"73","IRL",35944.01,0.752222222222222,32212.8,0.9,32212.8,235.75,102.87,7673208.27,345175.65,282.07,123.08,9180648,412987.11,2023,7328032.62,"Ireland","Europe & Central Asia","High income"
"74","IRN",660130.08,0.2,579603.6,0.9,579603.6,450.83,381.59,5404481.57,780608.82,2028.75,1717.17,24320167.06,3512739.69,2023,4623872.75,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",504299.51,0.2,436636.8,0.9,436636.8,206.34,160.33,4071395.58,92985.96,928.52,721.51,18321280.13,418436.81,2023,3978409.62,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",2278.61,0.9,2046.6,0.9,2046.6,11.68,7.34,583281,18345.39,11.68,7.34,583281,18345.39,2023,564935.61,"Iceland","Europe & Central Asia","High income"
"77","ISR",77770.46,0.627777777777778,69615.9,0.9,69615.9,245.69,171.26,13839383.08,362646.62,352.23,245.52,19840531.5,519900.46,2023,13476736.46,"Israel","Middle East & North Africa","High income"
"78","ITA",271620.9,0.2,243468.9,0.9,243468.9,308.37,118.79,15419697,434326.12,1387.67,534.58,69388636.5,1954467.53,2023,14985370.88,"Italy","Europe & Central Asia","High income"
"79","JAM",22910.15,0.215555555555556,20246.4,0.9,20246.4,95.31,69.52,203469.82,104238.1,397.95,290.27,849538.94,435220.93,2023,99231.72,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",112028.58,0.2,98696.7,0.9,98696.7,86.45,70.48,920291.9,84063.65,389.01,317.14,4141313.53,378286.41,2023,836228.25,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",540298.36,0.2,484418.7,0.9,484418.7,1229.23,457.11,30679851,1861451.55,5531.51,2057.01,138059329.5,8376531.97,2023,28818399.45,"Japan","East Asia & Pacific","High income"
"82","KAZ",184621.44,0.2,162265.5,0.9,162265.5,473.47,245.33,1513035.64,537275.95,2130.6,1103.99,6808660.38,2417741.79,2023,975759.69,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",735530.66,0.542222222222222,618145.2,0.9,618145.2,8240.86,5753.05,5213787.66,7308024.51,13678.48,9549.12,8654032.8,12130122.64,2023,-2094236.85,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",72009.98,0.2,62726.4,0.9,62726.4,198.53,139.08,195148.8,162778.79,893.4,625.84,878169.6,732504.57,2023,32370.01,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",176922.49,0.2,150682.5,0.9,150682.5,426.62,308.44,468790,316156.53,1919.8,1387.97,2109555,1422704.37,2023,152633.47,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1443.31,0.2,1214.1,0.9,1214.1,6.88,5.45,6475.2,4869.28,30.94,24.54,29138.4,21911.75,2023,1605.92,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",223748.39,0.2,200356.2,0.9,200356.2,348.92,191.61,12689226,248318.65,1570.14,862.23,57101517,1117433.91,2023,12440907.35,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",29424.48,0.2,26199.9,0.9,26199.9,16.94,12.71,1659327,10741.33,76.24,57.2,7466971.5,48336.01,2023,1648585.67,"Kuwait","Middle East & North Africa","High income"
"89","LAO",80816.8,0.526666666666667,67337.1,0.9,67337.1,420.89,290.5,945712.16,355698.54,719.25,496.42,1616090.4,607839.27,2023,590013.62,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",49282.96,0.2,43803,0.9,43803,42.17,30.28,408438.64,41041.33,189.75,136.24,1837973.88,184685.98,2023,367397.31,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",72115.02,0.433333333333333,57611.7,0.9,57611.7,895.5,728.7,388345.53,554141.52,1859.89,1513.45,806563.8,1150909.3,2023,-165795.99,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",65156.94,0.2,57408.3,0.9,57408.3,103.7,81.95,535300.5,63580.41,466.64,368.78,2408852.27,286111.86,2023,471720.09,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1099.1,0.682222222222222,970.2,0.9,970.2,15.8,12.59,30858.88,13137.83,20.84,16.61,40709.59,17331.66,2023,17721.05,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",170294.71,0.557777777777778,151058.7,0.9,151058.7,933.19,578.65,2246858.29,692273.53,1505.75,933.68,3625408.8,1117015.06,2023,1554584.76,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",24164.96,0.2,19316.7,0.9,19316.7,142.9,103.35,103022.4,116120.02,643.05,465.08,463600.8,522540.08,2023,-13097.62,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",13839.85,0.713333333333333,12348.9,0.9,12348.9,157.13,76.22,410689.65,130361.82,198.24,96.16,518159.84,164475.19,2023,280327.83,"Lithuania","Europe & Central Asia","High income"
"97","LUX",3288.43,0.2,2952.9,0.9,2952.9,3.95,2.13,187017,5764.95,17.79,9.56,841576.5,25942.27,2023,181252.05,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",9182.03,0.526666666666667,8171.1,0.9,8171.1,69.19,37.69,200636.22,57432.16,118.24,64.4,342859.36,98143.57,2023,143204.06,"Latvia","Europe & Central Asia","High income"
"99","MAR",336040.33,0.2,292102.2,0.9,292102.2,714.27,449.97,2723690.74,459109.73,3214.21,2024.85,12256608.31,2065993.8,2023,2264581.01,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",21939.63,0.472222222222222,19409.4,0.9,19409.4,122.36,75.09,244414.67,134265.8,233.21,143.11,465825.6,255894.81,2023,110148.87,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",378298.62,0.2,312291,0.9,312291,2289.81,1768.06,971572,1810285.69,10304.15,7956.28,4372074,8146285.6,2023,-838713.69,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",3570.86,0.518888888888889,3162.6,0.9,3162.6,42.36,28.96,76508.84,27743.21,73.47,50.24,132702.7,48119.92,2023,48765.63,"Maldives","South Asia","Upper middle income"
"103","MEX",1116967.15,0.207777777777778,984547.8,0.9,984547.8,2737.27,1578.49,9537375.31,2579581.42,11856.63,6837.33,41311625.69,11173587.96,2023,6957793.89,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",614.55,0.41,528.58,0.9,528.58,5.99,4.8,10103.95,4133.71,13.16,10.53,22179.4,9074,2023,5970.24,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",11125.31,0.363333333333333,9893.7,0.9,9893.7,25.66,17.57,167593.42,17633.32,63.56,43.52,415139.65,43678.87,2023,149960.1,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",344582.85,0.2,263466.9,0.9,263466.9,1435.48,1174.11,819674.8,877844.44,6459.67,5283.47,3688536.6,3950299.99,2023,-58169.6399999999,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",2053.4,0.99,2011.68,0.9,2011.68,8.4,6.55,573328.8,12682.47,8.4,6.55,573328.8,12682.47,2023,560646.33,"Malta","Middle East & North Africa","High income"
"108","MMR",494971.16,0.2,412187.4,0.9,412187.4,1754.01,1309.82,1282360.8,1113008.03,7893.05,5894.18,5770623.6,5008536.14,2023,169352.77,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",3652.63,0.2,3259.8,0.9,3259.8,14.37,9.18,30395.82,9747.14,64.68,41.31,136781.21,43862.12,2023,20648.68,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",34148.56,0.2,29810.7,0.9,29810.7,124.96,124.3,158990.4,116573.87,562.32,559.35,715456.8,524582.41,2023,42416.53,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",491075.74,0.2,389877.3,0.9,389877.3,2919.68,2398.6,1212951.6,2398575.78,13138.56,10793.72,5458282.2,10793591.03,2023,-1185624.18,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",63515.13,0.2,51900.3,0.9,51900.3,262.33,201.18,161467.6,137729.67,1180.48,905.31,726604.2,619783.53,2023,23737.93,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",7240.25,0.627777777777778,6421.5,0.9,6421.5,65.04,45.64,187947,39098.78,93.24,65.44,269446.14,56053.12,2023,148848.22,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",292919.44,0.293333333333333,239018.4,0.9,239018.4,3506.5,2843.88,1090632.11,5728460.25,10758.59,8725.54,3346257.6,17575957.59,2023,-4637828.14,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",241164.59,0.308888888888889,215239.5,0.9,215239.5,814.96,684.42,3099682.64,579225.95,2374.52,1994.18,9031449.42,1687672.74,2023,2520456.69,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",32419.47,0.2,27442.8,0.9,27442.8,189.24,134.36,255888.86,163873.83,851.58,604.6,1151499.89,737432.22,2023,92015.03,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",421086.19,0.2,324149.4,0.9,324149.4,533.91,458.01,1008464.8,308976.77,2402.6,2061.06,4538091.6,1390395.48,2023,699488.03,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",3331802.63,0.2,2461848.3,0.9,2461848.3,5810.03,4483.33,13129857.6,4730540.05,26145.13,20174.98,59084359.2,21287430.22,2023,8399317.55,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",64299.97,0.2,56376.9,0.9,56376.9,265.24,180.2,300676.8,203846.28,1193.57,810.88,1353045.6,917308.24,2023,96830.52,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",89008.82,0.713333333333333,79749.9,0.9,79749.9,359.91,154.88,18014616.3,503136.65,454.09,195.41,22728721.5,634798.58,2023,17511479.65,"Netherlands","Europe & Central Asia","High income"
"121","NOR",31362.19,0.93,29052.27,0.9,29052.27,269.19,107.16,8279896.95,378638.61,269.19,107.16,8279896.95,378638.61,2023,7901258.34,"Norway","Europe & Central Asia","High income"
"122","NPL",295971.3,0.2,252036,0.9,252036,1223.14,964.87,784112,900132.27,5504.11,4341.93,3528504,4050595.23,2023,-116020.27,"Nepal","South Asia","Lower middle income"
"123","NZL",31656.53,0.573333333333333,28312.2,0.9,28312.2,93.67,59.72,5140237.2,154482.65,147.03,93.74,8068977,242501.83,2023,4985754.55,"New Zealand","East Asia & Pacific","High income"
"124","OMN",34799.15,0.2,30938.4,0.9,30938.4,49.89,38.48,1959432,33010.6,224.5,173.16,8817444,148547.72,2023,1926421.4,"Oman","Middle East & North Africa","High income"
"125","PAK",2597038.93,0.2,2125877.4,0.9,2125877.4,2217.53,1545.88,11338012.8,1769999.74,9978.86,6956.44,51021057.6,7964998.83,2023,9568013.06,"Pakistan","South Asia","Lower middle income"
"126","PAN",38185.6,0.2,33566.4,0.9,33566.4,102.98,73.75,312988.03,95325.97,463.41,331.88,1408446.14,428966.86,2023,217662.06,"Panama","Latin America & Caribbean","High income"
"127","PER",270512.42,0.612222222222222,237859.2,0.9,237859.2,3870.66,2746.33,6789253.32,2434239.41,5690.09,4037.25,9980572.03,3578464.46,2023,4355013.91,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1140595.76,0.2,993487.5,0.9,993487.5,3211.92,2269.31,9263719,2318593.76,14453.64,10211.91,41686735.5,10433671.93,2023,6945125.24,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",105505.09,0.2,88872.3,0.9,88872.3,489.59,383.71,473985.6,355279.97,2203.14,1726.7,2132935.2,1598759.85,2023,118705.63,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",190742.92,0.2,170513.1,0.9,170513.1,457.08,282.56,10799163,285810.24,2056.85,1271.51,48596233.5,1286146.08,2023,10513352.76,"Poland","Europe & Central Asia","High income"
"131","PRT",45149.46,0.791111111111111,40447.8,0.9,40447.8,355.32,178.84,10132922.93,509404.93,404.23,203.45,11527623,579519.65,2023,9623518,"Portugal","Europe & Central Asia","High income"
"132","PRY",68067.09,0.332222222222222,59573.7,0.9,59573.7,681.88,507.12,922733.36,618376.56,1847.23,1373.81,2499712.45,1675200.72,2023,304356.8,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",64439.73,0.2,56619,0.9,56619,120.55,93.04,527940.72,117224.15,542.47,418.67,2375733.24,527508.66,2023,410716.57,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",12985.4,0.2,11574,0.9,11574,10.13,11.59,733020,6689.8,45.59,52.15,3298590,30104.08,2023,726330.2,"Qatar","Middle East & North Africa","High income"
