"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"34","COD",1463282.33,0,1136808,0.9,1136808,0,0,0,0,26927.03,21395.65,15915312,23880615.92,2023,0,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",78985.01,0,66001.5,0.9,66001.5,0,0,0,0,1194.27,822.36,1584036,442467.39,2023,0,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",370693.48,0.11,327074.4,0.9,327074.4,647.49,447.54,1677382.89,594090.54,5297.66,3661.73,13724041.82,4860740.76,2023,1083292.35,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",11738.3,0,9590.4,0.9,9590.4,0,0,0,0,394.02,305.18,134265.6,234134.79,2023,0,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",5275,0,4620.6,0.9,4620.6,0,0,0,0,75.84,68.58,193880.38,42437.31,2023,0,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",35364.95,0.59,31486.5,0.9,31486.5,189.89,172.4,866102.65,174934.41,289.66,262.98,1321173.54,266849.1,2023,691168.24,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",6766.39,0,6066,0.9,6066,0,0,0,0,32.51,42.17,1728810,26007.54,2023,0,"Cyprus","Europe & Central Asia","High income"
"41","CZE",55591.35,0,49842.9,0.9,49842.9,0,0,0,0,430.26,264.07,14205226.5,625045.24,2023,0,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",368192.68,0.47,329844.6,0.9,329844.6,1141.48,585.72,49091871.3,1672955.44,2185.82,1121.59,94005711,3203531.7,2023,47418915.86,"Germany","Europe & Central Asia","High income"
"43","DJI",9958.3,0,8124.3,0.9,8124.3,0,0,0,0,96.3,76.36,194983.2,59813.09,2023,0,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",30720.36,0.8,27530.1,0.9,27530.1,212.85,102.52,6974292,302002.33,239.46,115.34,7846078.5,339752.62,2023,6672289.67,"Denmark","Europe & Central Asia","High income"
"45","DOM",99913.94,0.08,86881.5,0.9,86881.5,166.68,137,324048.69,146346.79,1875.11,1541.23,3645547.74,1646401.34,2023,177701.9,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",439725.7,0,383319.9,0.9,383319.9,0,0,0,0,3356.94,2209.16,16084103,1918261.38,2023,0,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",158170.1,0.03,139337.1,0.9,139337.1,96.1,67.74,194886.16,59306.33,2883.07,2032.28,5846584.72,1779189.84,2023,135579.83,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",1139127.32,0,993067.2,0.9,993067.2,0,0,0,0,3547.1,2687.79,41669099.71,4438289.94,2023,0,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",231909.92,0.77,207807.3,0.9,207807.3,902.18,455.14,50670346.65,1223110.29,1054.5,531.99,59225080.5,1429609.43,2023,49447236.36,"Spain","Europe & Central Asia","High income"
"50","EST",7468.31,0.57,6677.1,0.9,6677.1,71.15,25.23,1205216.55,62006.62,112.34,39.84,1902973.5,97905.19,2023,1143209.93,"Estonia","Europe & Central Asia","High income"
"51","ETH",1597034.44,0.75,1297611,0.9,1297611,19190.21,15484.23,15138795,21422520.18,23028.25,18581.08,18166554,25707024.21,2023,-6283725.18,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",30773.08,0,27600.3,0.9,27600.3,0,0,0,0,116.86,51.82,7866085.5,170904.06,2023,0,"Finland","Europe & Central Asia","High income"
"53","FJI",8590.18,0,7538.4,0.9,7538.4,0,0,0,0,214.09,175.47,316311.26,177240.94,2023,0,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",393681.94,0.37,352799.1,0.9,352799.1,1022.97,490.17,41336294.55,1418131.92,2488.29,1192.29,100547743.5,3449510.07,2023,39918162.63,"France","Europe & Central Asia","High income"
"55","FSM",1174.41,0.32,1023.3,0.9,1023.3,10.82,8.98,15266.73,7579.04,30.43,25.25,42937.67,21316.05,2023,7687.69,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",27512.88,0,23100.3,0.9,23100.3,0,0,0,0,591.21,362.21,969288.59,262227.36,2023,0,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",404873.23,0.59,362345.4,0.9,362345.4,1620.07,614.21,67698198.9,2367199.23,2471.3,936.93,103268439,3610981.88,2023,65330999.67,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",26882.34,0.12,23786.1,0.9,23786.1,32.24,21.51,76115.52,23099.04,241.78,161.35,570866.4,173242.8,2023,53016.48,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",398016.22,0,327323.7,0.9,327323.7,0,0,0,0,8585.33,6348.27,7855768.8,14376806.86,2023,0,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",205376.19,0,158997.6,0.9,158997.6,0,0,0,0,5663.35,4527.73,2225966.4,4577664.79,2023,0,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",35996.03,0.3,29341.8,0.9,29341.8,435.95,394.56,136928.4,505321.88,1307.85,1183.69,410785.2,1515965.65,2023,-368393.48,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",29919.6,0,23478.3,0.9,23478.3,0,0,0,0,714.54,583.62,328696.2,475387.72,2023,0,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",18224.26,0,14390.1,0.9,14390.1,0,0,0,0,332.87,219.11,4101178.5,154594.93,2023,0,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",48947.89,0,43872.3,0.9,43872.3,0,0,0,0,370.44,174.91,12503605.5,468947.45,2023,0,"Greece","Europe & Central Asia","High income"
"65","GTM",197913.5,0.15,171436.5,0.9,171436.5,575.4,410.47,1198912.59,383625.19,3452.37,2462.84,7193475.54,2301751.15,2023,815287.4,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",7190.66,0.02,6237,0.9,6237,3.66,2.32,3326.4,3071.16,164.63,104.34,149688,138202.06,2023,255.24,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",100058.79,0.53,87714.9,0.9,87714.9,820.17,566.77,1239703.92,788298.75,1392.74,962.44,2105157.6,1338620.52,2023,451405.17,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",20264.56,0,18104.4,0.9,18104.4,0,0,0,0,169.75,85.88,5159754,232768.44,2023,0,"Croatia","Europe & Central Asia","High income"
"69","HTI",131896.1,0,107559,0.9,107559,0,0,0,0,1377.63,1134.46,1505826,1197426.81,2023,0,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",45193.21,0.82,40383.9,0.9,40383.9,516.72,222.42,10486352.7,451371.72,567.14,244.11,11509411.5,495407.99,2023,10034980.98,"Hungary","Europe & Central Asia","High income"
"71","IDN",2418269.03,0.05,2093597.1,0.9,2093597.1,2480.73,1754.4,2791462.8,1708037.27,44653.06,31579.26,50246330.4,30744670.93,2023,1083425.53,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",12398766.34,0,10333989,0.9,10333989,0,0,0,0,199911.66,147965.89,248015736,128013801.32,2023,0,"India","South Asia","Lower middle income"
"73","IRL",35944.01,0.71,32212.8,0.9,32212.8,222.52,97.09,7242511.2,325800.94,282.07,123.08,9180648,412987.11,2023,6916710.26,"Ireland","Europe & Central Asia","High income"
"74","IRN",660130.08,0,579603.6,0.9,579603.6,0,0,0,0,2028.75,1717.17,24320167.06,3512739.69,2023,0,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",504299.51,0,436636.8,0.9,436636.8,0,0,0,0,928.52,721.51,18321280.13,418436.81,2023,0,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",2278.61,0.9,2046.6,0.9,2046.6,11.68,7.34,583281,18345.39,11.68,7.34,583281,18345.39,2023,564935.61,"Iceland","Europe & Central Asia","High income"
"77","ISR",77770.46,0.55,69615.9,0.9,69615.9,215.25,150.04,12124769.25,317716.95,352.23,245.52,19840531.5,519900.46,2023,11807052.3,"Israel","Middle East & North Africa","High income"
"78","ITA",271620.9,0,243468.9,0.9,243468.9,0,0,0,0,1387.67,534.58,69388636.5,1954467.53,2023,0,"Italy","Europe & Central Asia","High income"
"79","JAM",22910.15,0.02,20246.4,0.9,20246.4,8.84,6.45,18878.64,9671.58,397.95,290.27,849538.94,435220.93,2023,9207.06,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",112028.58,0,98696.7,0.9,98696.7,0,0,0,0,389.01,317.14,4141313.53,378286.41,2023,0,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",540298.36,0,484418.7,0.9,484418.7,0,0,0,0,5531.51,2057.01,138059329.5,8376531.97,2023,0,"Japan","East Asia & Pacific","High income"
"82","KAZ",184621.44,0,162265.5,0.9,162265.5,0,0,0,0,2130.6,1103.99,6808660.38,2417741.79,2023,0,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",735530.66,0.44,618145.2,0.9,618145.2,6687.26,4668.46,4230860.48,5930282.18,13678.48,9549.12,8654032.8,12130122.64,2023,-1699421.7,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",72009.98,0,62726.4,0.9,62726.4,0,0,0,0,893.4,625.84,878169.6,732504.57,2023,0,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",176922.49,0,150682.5,0.9,150682.5,0,0,0,0,1919.8,1387.97,2109555,1422704.37,2023,0,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1443.31,0,1214.1,0.9,1214.1,0,0,0,0,30.94,24.54,29138.4,21911.75,2023,0,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",223748.39,0,200356.2,0.9,200356.2,0,0,0,0,1570.14,862.23,57101517,1117433.91,2023,0,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",29424.48,0,26199.9,0.9,26199.9,0,0,0,0,76.24,57.2,7466971.5,48336.01,2023,0,"Kuwait","Middle East & North Africa","High income"
"89","LAO",80816.8,0.42,67337.1,0.9,67337.1,335.65,231.66,754175.52,283658.33,719.25,496.42,1616090.4,607839.27,2023,470517.19,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",49282.96,0,43803,0.9,43803,0,0,0,0,189.75,136.24,1837973.88,184685.98,2023,0,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",72115.02,0.3,57611.7,0.9,57611.7,619.96,504.48,268854.6,383636.43,1859.89,1513.45,806563.8,1150909.3,2023,-114781.83,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",65156.94,0,57408.3,0.9,57408.3,0,0,0,0,466.64,368.78,2408852.27,286111.86,2023,0,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1099.1,0.62,970.2,0.9,970.2,14.36,11.44,28044.39,11939.59,20.84,16.61,40709.59,17331.66,2023,16104.8,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",170294.71,0.46,151058.7,0.9,151058.7,769.6,477.22,1852986.72,570918.81,1505.75,933.68,3625408.8,1117015.06,2023,1282067.91,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",24164.96,0,19316.7,0.9,19316.7,0,0,0,0,643.05,465.08,463600.8,522540.08,2023,0,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",13839.85,0.66,12348.9,0.9,12348.9,145.38,70.52,379983.89,120615.14,198.24,96.16,518159.84,164475.19,2023,259368.75,"Lithuania","Europe & Central Asia","High income"
"97","LUX",3288.43,0,2952.9,0.9,2952.9,0,0,0,0,17.79,9.56,841576.5,25942.27,2023,0,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",9182.03,0.42,8171.1,0.9,8171.1,55.18,30.05,160001.03,45800.33,118.24,64.4,342859.36,98143.57,2023,114200.7,"Latvia","Europe & Central Asia","High income"
"99","MAR",336040.33,0,292102.2,0.9,292102.2,0,0,0,0,3214.21,2024.85,12256608.31,2065993.8,2023,0,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",21939.63,0.35,19409.4,0.9,19409.4,90.69,55.65,181154.4,99514.65,233.21,143.11,465825.6,255894.81,2023,81639.75,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",378298.62,0,312291,0.9,312291,0,0,0,0,10304.15,7956.28,4372074,8146285.6,2023,0,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",3570.86,0.41,3162.6,0.9,3162.6,33.47,22.89,60453.45,21921.3,73.47,50.24,132702.7,48119.92,2023,38532.15,"Maldives","South Asia","Upper middle income"
"103","MEX",1116967.15,0.01,984547.8,0.9,984547.8,131.74,75.97,459018.06,124150.98,11856.63,6837.33,41311625.69,11173587.96,2023,334867.08,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",614.55,0.27,528.58,0.9,528.58,3.95,3.16,6653.82,2722.2,13.16,10.53,22179.4,9074,2023,3931.62,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",11125.31,0.21,9893.7,0.9,9893.7,14.83,10.16,96865.92,10191.74,63.56,43.52,415139.65,43678.87,2023,86674.18,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",344582.85,0,263466.9,0.9,263466.9,0,0,0,0,6459.67,5283.47,3688536.6,3950299.99,2023,0,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",2053.4,0.99,2011.68,0.9,2011.68,8.4,6.55,573328.8,12682.47,8.4,6.55,573328.8,12682.47,2023,560646.33,"Malta","Middle East & North Africa","High income"
"108","MMR",494971.16,0,412187.4,0.9,412187.4,0,0,0,0,7893.05,5894.18,5770623.6,5008536.14,2023,0,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",3652.63,0,3259.8,0.9,3259.8,0,0,0,0,64.68,41.31,136781.21,43862.12,2023,0,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",34148.56,0,29810.7,0.9,29810.7,0,0,0,0,562.32,559.35,715456.8,524582.41,2023,0,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",491075.74,0,389877.3,0.9,389877.3,0,0,0,0,13138.56,10793.72,5458282.2,10793591.03,2023,0,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",63515.13,0,51900.3,0.9,51900.3,0,0,0,0,1180.48,905.31,726604.2,619783.53,2023,0,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",7240.25,0.55,6421.5,0.9,6421.5,56.98,39.99,164661.53,34254.68,93.24,65.44,269446.14,56053.12,2023,130406.85,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",292919.44,0.12,239018.4,0.9,239018.4,1434.48,1163.41,446167.68,2343461.01,10758.59,8725.54,3346257.6,17575957.59,2023,-1897293.33,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",241164.59,0.14,215239.5,0.9,215239.5,369.37,310.21,1404892.13,262526.87,2374.52,1994.18,9031449.42,1687672.74,2023,1142365.26,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",32419.47,0,27442.8,0.9,27442.8,0,0,0,0,851.58,604.6,1151499.89,737432.22,2023,0,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",421086.19,0,324149.4,0.9,324149.4,0,0,0,0,2402.6,2061.06,4538091.6,1390395.48,2023,0,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",3331802.63,0,2461848.3,0.9,2461848.3,0,0,0,0,26145.13,20174.98,59084359.2,21287430.22,2023,0,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",64299.97,0,56376.9,0.9,56376.9,0,0,0,0,1193.57,810.88,1353045.6,917308.24,2023,0,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",89008.82,0.66,79749.9,0.9,79749.9,333,143.3,16667729.1,465518.96,454.09,195.41,22728721.5,634798.58,2023,16202210.14,"Netherlands","Europe & Central Asia","High income"
"121","NOR",31362.19,0.93,29052.27,0.9,29052.27,269.19,107.16,8279896.95,378638.61,269.19,107.16,8279896.95,378638.61,2023,7901258.34,"Norway","Europe & Central Asia","High income"
"122","NPL",295971.3,0,252036,0.9,252036,0,0,0,0,5504.11,4341.93,3528504,4050595.23,2023,0,"Nepal","South Asia","Lower middle income"
"123","NZL",31656.53,0.48,28312.2,0.9,28312.2,78.42,50,4303454.4,129334.31,147.03,93.74,8068977,242501.83,2023,4174120.09,"New Zealand","East Asia & Pacific","High income"
"124","OMN",34799.15,0,30938.4,0.9,30938.4,0,0,0,0,224.5,173.16,8817444,148547.72,2023,0,"Oman","Middle East & North Africa","High income"
"125","PAK",2597038.93,0,2125877.4,0.9,2125877.4,0,0,0,0,9978.86,6956.44,51021057.6,7964998.83,2023,0,"Pakistan","South Asia","Lower middle income"
"126","PAN",38185.6,0,33566.4,0.9,33566.4,0,0,0,0,463.41,331.88,1408446.14,428966.86,2023,0,"Panama","Latin America & Caribbean","High income"
"127","PER",270512.42,0.53,237859.2,0.9,237859.2,3350.83,2377.49,5877447.97,2107317.96,5690.09,4037.25,9980572.03,3578464.46,2023,3770130.01,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1140595.76,0,993487.5,0.9,993487.5,0,0,0,0,14453.64,10211.91,41686735.5,10433671.93,2023,0,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",105505.09,0,88872.3,0.9,88872.3,0,0,0,0,2203.14,1726.7,2132935.2,1598759.85,2023,0,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",190742.92,0,170513.1,0.9,170513.1,0,0,0,0,2056.85,1271.51,48596233.5,1286146.08,2023,0,"Poland","Europe & Central Asia","High income"
"131","PRT",45149.46,0.76,40447.8,0.9,40447.8,341.35,171.8,9734437.2,489372.15,404.23,203.45,11527623,579519.65,2023,9245065.05,"Portugal","Europe & Central Asia","High income"
"132","PRY",68067.09,0.17,59573.7,0.9,59573.7,348.92,259.5,472167.91,316426.8,1847.23,1373.81,2499712.45,1675200.72,2023,155741.11,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",64439.73,0,56619,0.9,56619,0,0,0,0,542.47,418.67,2375733.24,527508.66,2023,0,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",12985.4,0,11574,0.9,11574,0,0,0,0,45.59,52.15,3298590,30104.08,2023,0,"Qatar","Middle East & North Africa","High income"
"135","ROU",99885.54,0,88637.4,0.9,88637.4,0,0,0,0,1676.1,1019.9,3719225.3,1186287.47,2023,0,"Romania","Europe & Central Asia","High income"
"136","RUS",887377.57,0,789430.5,0.9,789430.5,0,0,0,0,8518.88,4507.39,33124503.78,9244867.37,2023,0,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",175368.1,0.73,145460.7,0.9,145460.7,2742.09,2163.43,1651787.06,1944286.99,3380.66,2667.24,2036449.8,2397066.15,2023,-292499.93,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",286922.95,0,254297.7,0.9,254297.7,0,0,0,0,973.54,707.97,72474844.5,686159.62,2023,0,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",601699.34,0,494937,0.9,494937,0,0,0,0,3618.52,2801.04,11878488,8099490.39,2023,0,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",245391.02,0.21,204092.1,0.9,204092.1,1672.84,1340.78,1142915.76,938440.25,7169.33,5746.21,4898210.4,4021886.78,2023,204475.51,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",22074.22,0,19809,0.9,19809,0,0,0,0,180.59,134.56,5645565,277953.53,2023,0,"Singapore","East Asia & Pacific","High income"
"142","SLB",8689.42,0,7581.6,0.9,7581.6,0,0,0,0,182.33,128.38,181958.4,141745.6,2023,0,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",124804.21,0,92323.8,0.9,92323.8,0,0,0,0,1429.59,1166.08,1292533.2,1301736.66,2023,0,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",56187.83,0.24,49455,0.9,49455,191.56,146.9,553368.48,150903.88,718.36,550.89,2075131.8,565889.55,2023,402464.6,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",274260.2,0,200841.3,0.9,200841.3,0,0,0,0,3486.46,2941.92,2811778.2,2102579.7,2023,0,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",44230.85,0,39492,0.9,39492,0,0,0,0,615.32,364.16,1657084.32,450859.03,2023,0,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",3099.87,0,2670.3,0.9,2670.3,0,0,0,0,84.12,80.21,64087.2,72666.1,2023,0,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",5152.06,0.02,4528.8,0.9,4528.8,2.08,1.46,4222.85,2502.35,93.7,65.64,190028.45,112605.53,2023,1720.5,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",27965.57,0,24982.2,0.9,24982.2,0,0,0,0,368.4,189.21,7119927,221496.86,2023,0,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",10641.64,0.5,9539.1,0.9,9539.1,30.98,21.02,1510357.5,43885.62,55.77,37.83,2718643.5,78994.11,2023,1466471.88,"Slovenia","Europe & Central Asia","High income"
