"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"22","BRA",1451767.08,0.67,1282198.5,0.9,1282198.5,12625.62,7625,40051892.08,14125357.15,16959.79,10242.54,53801049.06,18974360.35,2025,25926534.93,"Brazil","Latin America & Caribbean","Upper middle income"
"23","BRB",1526.39,0.28,1353.6,0.9,1353.6,7.65,5.22,120019.2,5465.75,24.59,16.77,385776,17568.48,2025,114553.45,"Barbados","Latin America & Caribbean","High income"
"24","BRN",3468.34,0.89,3089.7,0.9,3089.7,42.87,14.09,870780.45,47874.68,43.35,14.25,880564.5,48412.6,2025,822905.77,"Brunei Darussalam","East Asia & Pacific","High income"
"25","BTN",6273.41,0.88,5406.3,0.9,5406.3,62.44,42.21,126867.84,43668.76,63.85,43.17,129751.2,44661.23,2025,83199.08,"Bhutan","South Asia","Lower middle income"
"26","BWA",28162.39,0.22,23899.5,0.9,23899.5,165.71,111.92,245134.52,123408.71,677.89,457.85,1002823.02,504853.82,2025,121725.81,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",80811.85,0,61677,0.9,61677,0,0,0,0,874.77,718.93,863478,695010.36,2025,0,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",195353.45,0.87,174756.6,0.9,174756.6,865.94,506.83,48145443.3,1679231.55,895.8,524.31,49805631,1737136.09,2025,46466211.75,"Canada","North America","High income"
"29","CHE",42630.27,0.71,38187.9,0.9,38187.9,117.59,64.9,8585912.85,152108.95,149.06,82.27,10883551.5,192814.16,2025,8433803.9,"Switzerland","Europe & Central Asia","High income"
"30","CHL",125600,0.57,112014.9,0.9,112014.9,902.81,629.88,2976758.63,842983.69,1425.48,994.55,4700145.2,1331026.88,2025,2133774.94,"Chile","Latin America & Caribbean","High income"
"31","CHN",8258276.92,0,7303006.8,0.9,7303006.8,0,0,0,0,64632.42,41797.56,306434165.33,46710474.36,2025,0,"China","East Asia & Pacific","Upper middle income"
"32","CIV",398533.63,0.41,320793.3,0.9,320793.3,3418.89,2680.08,3507340.08,2102330.95,7504.88,5883.11,7699039.2,4614872.81,2025,1405009.13,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",413061.23,0.05,330163.2,0.9,330163.2,411.72,305.05,440217.6,243669.16,7410.9,5490.96,7923916.8,4386044.94,2025,196548.44,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1539084.92,0,1208612.7,0.9,1208612.7,0,0,0,0,28818.23,22913.88,16920577.8,25557850.37,2025,0,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",81596.13,0,68703.3,0.9,68703.3,0,0,0,0,1255.37,865.79,1648879.2,465104.09,2025,0,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",363026.86,0.11,320675.4,0.9,320675.4,637.93,441.66,1644565.97,585312.54,5219.39,3613.58,13455539.78,4788920.82,2025,1059253.43,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",12131.86,0,9972.9,0.9,9972.9,0,0,0,0,412.35,319.7,139620.6,245025.74,2025,0,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",5400.59,0,4734.9,0.9,4734.9,0,0,0,0,77.92,70.49,198676.4,43600.62,2025,0,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",35524.17,0.59,31636.8,0.9,31636.8,191.37,174.25,870236.97,176300.16,291.92,265.81,1327480.13,268932.45,2025,693936.81,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",6737.91,0,6042.6,0.9,6042.6,0,0,0,0,32.46,42.29,1722141,25971.65,2025,0,"Cyprus","Europe & Central Asia","High income"
"41","CZE",53647.55,0,48103.2,0.9,48103.2,0,0,0,0,416.57,256.29,13709412,605153.46,2025,0,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",370677.63,0.47,332235.9,0.9,332235.9,1152.4,592.82,49447776.45,1688957.4,2206.73,1135.19,94687231.5,3234173.75,2025,47758819.05,"Germany","Europe & Central Asia","High income"
"43","DJI",10800.68,0,8870.4,0.9,8870.4,0,0,0,0,105.93,84.07,212889.6,65794.13,2025,0,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",28867.32,0.8,25882.2,0.9,25882.2,200.7,97.03,6556824,284758.06,225.79,109.16,7376427,320352.82,2025,6272065.94,"Denmark","Europe & Central Asia","High income"
"45","DOM",100739.21,0.08,87653.7,0.9,87653.7,169.27,139.28,326928.82,148627.33,1904.33,1566.94,3677949.25,1672057.44,2025,178301.49,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",467849.02,0,408818.7,0.9,408818.7,0,0,0,0,3595.42,2367.55,17154032.65,2054532.56,2025,0,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",160085.42,0.03,141265.8,0.9,141265.8,97.97,69.16,197583.77,60459.44,2939.13,2074.77,5927512.97,1813783.28,2025,137124.33,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",1255583.61,0,1097623.8,0.9,1097623.8,0,0,0,0,3955.62,3002.98,46056294.65,4949441.53,2025,0,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",217539.64,0.77,195022.8,0.9,195022.8,848.57,428.85,47553059.4,1150421.34,991.83,501.25,55581498,1344648.32,2025,46402638.06,"Spain","Europe & Central Asia","High income"
"50","EST",7337.49,0.57,6572.7,0.9,6572.7,70.23,24.96,1186372.35,61202.47,110.88,39.41,1873219.5,96635.47,2025,1125169.88,"Estonia","Europe & Central Asia","High income"
"51","ETH",1636751.07,0.75,1346346,0.9,1346346,20052.77,16193.63,15707370,22385427.27,24063.33,19432.36,18848844,26862512.72,2025,-6678057.27,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",30555.91,0,27389.7,0.9,27389.7,0,0,0,0,116.24,51.71,7806064.5,169998.2,2025,0,"Finland","Europe & Central Asia","High income"
"53","FJI",8762.44,0,7688.7,0.9,7688.7,0,0,0,0,220.43,181.09,322617.85,182496.1,2025,0,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",393728.9,0.37,352779.3,0.9,352779.3,1025.9,492.18,41333974.65,1422197.78,2495.43,1197.19,100542100.5,3459400.01,2025,39911776.87,"France","Europe & Central Asia","High income"
"55","FSM",1163.24,0.32,1014.3,0.9,1014.3,10.79,8.98,15132.45,7561.93,30.36,25.24,42560.03,21267.94,2025,7570.52,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",29466.21,0,24877.8,0.9,24877.8,0,0,0,0,641.24,393.64,1043872.49,284415.87,2025,0,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",408849.47,0.59,366005.7,0.9,366005.7,1639.4,623.48,68382064.95,2395443.83,2500.79,951.07,104311624.5,3654066.86,2025,65986621.12,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",28141.67,0.12,24976.8,0.9,24976.8,33.97,22.7,79925.76,24341.65,254.79,170.25,599443.2,182562.41,2025,55584.11,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",411335.35,0,340792.2,0.9,340792.2,0,0,0,0,9042.6,6699.44,8179012.8,15142547.64,2025,0,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",211176.76,0,164710.8,0.9,164710.8,0,0,0,0,5905.8,4725.04,2305951.2,4773639.87,2025,0,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",37775.71,0.3,31017.6,0.9,31017.6,467.83,424.01,144748.8,542272.53,1403.48,1272.02,434246.4,1626817.59,2025,-397523.73,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",30868.45,0,24546.6,0.9,24546.6,0,0,0,0,752.97,615.55,343652.4,500954,2025,0,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",18974.69,0,15134.4,0.9,15134.4,0,0,0,0,351.95,231.63,4313304,163458.24,2025,0,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",45377.45,0,40677.3,0.9,40677.3,0,0,0,0,344.69,163.11,11593030.5,436343.71,2025,0,"Greece","Europe & Central Asia","High income"
"65","GTM",199996.49,0.15,173754.9,0.9,173754.9,586.75,419.03,1215125.93,391192.32,3520.47,2514.16,7290755.6,2347153.94,2025,823933.61,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",7399.52,0.02,6428.7,0.9,6428.7,3.8,2.41,3428.64,3186.36,170.81,108.45,154288.8,143386.3,2025,242.28,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",98078.47,0.53,86166,0.9,86166,809.75,559.55,1217812.8,778288.8,1375.05,950.17,2067984,1321622.49,2025,439524,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",19590.65,0,17514,0.9,17514,0,0,0,0,164.7,83.54,4991490,225838.16,2025,0,"Croatia","Europe & Central Asia","High income"
"69","HTI",132420.15,0,108499.5,0.9,108499.5,0,0,0,0,1409.78,1162.07,1518993,1225372.74,2025,0,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",43216.79,0.82,38647.8,0.9,38647.8,495.94,214.06,10035545.4,433218.92,544.33,234.94,11014623,475484.18,2025,9602326.48,"Hungary","Europe & Central Asia","High income"
"71","IDN",2487367.84,0.05,2160198,0.9,2160198,2573.5,1823.02,2880264,1771912.47,46322.95,32814.42,51844752,31894424.42,2025,1108351.53,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",11870941.43,0,9972081,0.9,9972081,0,0,0,0,194259.98,143977.85,239329944,124394738.15,2025,0,"India","South Asia","Lower middle income"
"73","IRL",35477.73,0.71,31810.5,0.9,31810.5,220.19,96.35,7152060.75,322395.85,279.12,122.14,9065992.5,408670.8,2025,6829664.9,"Ireland","Europe & Central Asia","High income"
"74","IRN",681632.11,0,600007.5,0.9,600007.5,0,0,0,0,2114.76,1791.81,25176314.7,3661675.66,2025,0,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",532161.72,0,461887.2,0.9,461887.2,0,0,0,0,986.59,767.18,19380786.91,444606.12,2025,0,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",2258.56,0.9,2027.7,0.9,2027.7,11.58,7.29,577894.5,18187.29,11.58,7.29,577894.5,18187.29,2025,559707.21,"Iceland","Europe & Central Asia","High income"
"77","ISR",81144.41,0.55,72673.2,0.9,72673.2,225.26,157.37,12657249,332499.77,368.61,257.51,20711862,544090.54,2025,12324749.23,"Israel","Middle East & North Africa","High income"
"78","ITA",262597.76,0,235377.9,0.9,235377.9,0,0,0,0,1343.58,518.84,67082701.5,1892374.19,2025,0,"Italy","Europe & Central Asia","High income"
"79","JAM",23367.2,0.02,20665.8,0.9,20665.8,9.09,6.63,19269.71,9936.15,408.84,298.53,867136.97,447126.89,2025,9333.56,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",107858.96,0,95147.1,0.9,95147.1,0,0,0,0,377.21,307.85,3992372.32,366805.04,2025,0,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",532878.1,0,477932.4,0.9,477932.4,0,0,0,0,5465.49,2036.7,136210734,8276545.12,2025,0,"Japan","East Asia & Pacific","High income"
"82","KAZ",195840.92,0,172796.4,0.9,172796.4,0,0,0,0,2276.31,1181.09,7250536.94,2583086.04,2025,0,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",736423,0.44,623241,0.9,623241,6796.91,4748.93,4265738.4,6027525.53,13902.78,9713.73,8725374,12329029.49,2025,-1761787.13,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",79041.26,0,69118.2,0.9,69118.2,0,0,0,0,988.65,693.52,967654.8,810602.12,2025,0,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",179656.84,0,154200.6,0.9,154200.6,0,0,0,0,1975.96,1430.78,2158808.4,1464318.86,2025,0,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1432.8,0,1206.9,0.9,1206.9,0,0,0,0,31.02,24.66,28965.6,21966.51,2025,0,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",225362.06,0,201904.2,0.9,201904.2,0,0,0,0,1585.91,873.32,57542697,1128660.15,2025,0,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",30306.17,0,26998.2,0.9,26998.2,0,0,0,0,78.67,59.04,7694487,49872.57,2025,0,"Kuwait","Middle East & North Africa","High income"
"89","LAO",80132.81,0.42,67284.9,0.9,67284.9,337.65,233.53,753590.88,285350.69,723.54,500.41,1614837.6,611465.76,2025,468240.19,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",46980.89,0,41810.4,0.9,41810.4,0,0,0,0,181.93,130.77,1754364.38,177072.19,2025,0,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",73362.24,0.3,59195.7,0.9,59195.7,643.46,524.28,276246.6,398174.28,1930.37,1572.84,828739.8,1194522.84,2025,-121927.68,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",66193.11,0,58448.7,0.9,58448.7,0,0,0,0,477.74,378.25,2452507.45,292921.52,2025,0,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1109.52,0.62,979.2,0.9,979.2,14.58,11.63,28304.54,12125.97,21.17,16.88,41087.23,17602.21,2025,16178.57,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",166516.85,0.46,147597.3,0.9,147597.3,755.03,468.63,1810526.88,560110.82,1477.24,916.89,3542335.2,1095868.99,2025,1250416.06,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",24406.66,0,19709.1,0.9,19709.1,0,0,0,0,660.77,478.36,473018.4,536938.17,2025,0,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",15624.57,0.66,13970.7,0.9,13970.7,164.98,80.16,429887.75,136880.35,224.98,109.3,586210.57,186655.02,2025,293007.4,"Lithuania","Europe & Central Asia","High income"
"97","LUX",3388.17,0,3036.6,0.9,3036.6,0,0,0,0,18.34,9.87,865431,26745.59,2025,0,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",8529.52,0.42,7605,0.9,7605,51.48,28.12,148916.04,42726.71,110.31,60.26,319105.8,91557.24,2025,106189.33,"Latvia","Europe & Central Asia","High income"
"99","MAR",348546.95,0,304082.1,0.9,304082.1,0,0,0,0,3361.13,2118.48,12759284.92,2160430.25,2025,0,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",21961.03,0.35,19443.6,0.9,19443.6,91.08,56.05,181473.6,99941.17,234.21,144.13,466646.4,256991.58,2025,81532.43,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",388246.52,0,322678.8,0.9,322678.8,0,0,0,0,10719.85,8284.86,4517503.2,8474938.34,2025,0,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",3666,0.41,3254.4,0.9,3254.4,34.5,23.6,62208.22,22595.66,75.73,51.81,136554.62,49600.22,2025,39612.56,"Maldives","South Asia","Upper middle income"
"103","MEX",1119600.09,0.01,988139.7,0.9,988139.7,132.94,76.76,460692.69,125284.52,11964.89,6908.55,41462341.81,11275607.19,2025,335408.17,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",608.35,0.27,523.94,0.9,523.94,3.95,3.17,6595.3,2723.61,13.17,10.56,21984.33,9078.7,2025,3871.69,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",11341.11,0.21,10090.8,0.9,10090.8,15.16,10.41,98795.66,10420.49,64.99,44.62,423409.97,44659.25,2025,88375.17,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",356065.18,0,275519.7,0.9,275519.7,0,0,0,0,6793.9,5559.6,3857275.8,4154696.08,2025,0,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",2094.26,0.99,2053.26,0.9,2053.26,8.59,6.71,585179.1,12967.86,8.59,6.71,585179.1,12967.86,2025,572211.24,"Malta","Middle East & North Africa","High income"
"108","MMR",473624.18,0,399074.4,0.9,399074.4,0,0,0,0,7701.92,5762.68,5587041.6,4887254.34,2025,0,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",3543.58,0,3165.3,0.9,3165.3,0,0,0,0,62.89,40.33,132815.99,42644.63,2025,0,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",37267.15,0,32689.8,0.9,32689.8,0,0,0,0,619.69,618.97,784555.2,578104.5,2025,0,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",506589.4,0,407041.2,0.9,407041.2,0,0,0,0,13812.14,11357.9,5698576.8,11346949.81,2025,0,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",66640.97,0,54757.8,0.9,54757.8,0,0,0,0,1255.41,964.01,766609.2,659125.01,2025,0,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",6791.61,0.55,6025.5,0.9,6025.5,53.78,37.86,154507.21,32334.05,88.01,61.94,252829.98,52910.26,2025,122173.16,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",294368.34,0.12,243223.2,0.9,243223.2,1467.21,1190.89,454016.64,2396925.46,11004.04,8931.66,3405124.8,17976940.95,2025,-1942908.82,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",245211.33,0.14,218862.9,0.9,218862.9,377.4,317.75,1428542.47,268236.27,2426.16,2042.7,9183487.28,1724376.02,2025,1160306.2,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",33696.52,0,28715.4,0.9,28715.4,0,0,0,0,900.28,640.45,1204898.18,779604.73,2025,0,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",444892.49,0,349137.9,0.9,349137.9,0,0,0,0,2605.33,2236.58,4887930.6,1507718.45,2025,0,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",3473811.19,0,2585047.5,0.9,2585047.5,0,0,0,0,27685.01,21386.93,62041140,22541203.25,2025,0,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",64633.07,0,56799,0.9,56799,0,0,0,0,1209.71,822.34,1363176,929715.12,2025,0,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",87728.59,0.66,78598.8,0.9,78598.8,329.05,142.15,16427149.2,459997.91,448.7,193.83,22400658,627269.87,2025,15967151.29,"Netherlands","Europe & Central Asia","High income"
"121","NOR",30746.52,0.93,28495.2,0.9,28495.2,264.56,105.81,8121132,372132.42,264.56,105.81,8121132,372132.42,2025,7748999.58,"Norway","Europe & Central Asia","High income"
"122","NPL",287776.87,0,246455.1,0.9,246455.1,0,0,0,0,5438.48,4296.48,3450371.4,4002293.49,2025,0,"Nepal","South Asia","Lower middle income"
"123","NZL",31371.22,0.48,28068.3,0.9,28068.3,77.93,49.8,4266381.6,128528.14,146.12,93.38,7999465.5,240990.26,2025,4137853.46,"New Zealand","East Asia & Pacific","High income"
"124","OMN",37813.49,0,33635.7,0.9,33635.7,0,0,0,0,244.94,189.09,9586174.5,162073.84,2025,0,"Oman","Middle East & North Africa","High income"
"125","PAK",2667497.27,0,2193060.6,0.9,2193060.6,0,0,0,0,10336.52,7210.77,52633454.4,8250473.61,2025,0,"Pakistan","South Asia","Lower middle income"
"126","PAN",38754.81,0,34105.5,0.9,34105.5,0,0,0,0,472.99,339.12,1431066.78,437837.33,2025,0,"Panama","Latin America & Caribbean","High income"
"127","PER",259157.44,0.53,228400.2,0.9,228400.2,3234.18,2298.88,5643718.19,2033955.3,5492,3903.76,9583672.39,3453886.36,2025,3609762.89,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1160037.22,0,1011217.5,0.9,1011217.5,0,0,0,0,14800.19,10488.61,42430686.3,10683840.35,2025,0,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",106742.5,0,90233.1,0.9,90233.1,0,0,0,0,2254.41,1771.43,2165594.4,1635965.51,2025,0,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",184262.19,0,164819.7,0.9,164819.7,0,0,0,0,1994.53,1234.81,46973614.5,1247175.41,2025,0,"Poland","Europe & Central Asia","High income"
"131","PRT",42845.78,0.76,38397.6,0.9,38397.6,325.01,163.93,9241022.4,465946.53,384.88,194.12,10943316,551778.78,2025,8775075.87,"Portugal","Europe & Central Asia","High income"
"132","PRY",67828.06,0.17,59461.2,0.9,59461.2,350.06,260.89,471276.26,317457.31,1853.25,1381.21,2494991.95,1680656.32,2025,153818.95,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",67446.4,0,59339.7,0.9,59339.7,0,0,0,0,572.81,442.54,2489893.81,557017.18,2025,0,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",13729.6,0,12243.6,0.9,12243.6,0,0,0,0,48.27,55.29,3489426,31876.91,2025,0,"Qatar","Middle East & North Africa","High income"
"135","ROU",93154.02,0,82791,0.9,82791,0,0,0,0,1569.07,957.17,3473910.36,1110536.85,2025,0,"Romania","Europe & Central Asia","High income"
"136","RUS",928697.53,0,827319.6,0.9,827319.6,0,0,0,0,8949.74,4742.42,34714330.42,9712443.61,2025,0,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",176585,0.73,148473.9,0.9,148473.9,2820.68,2228.53,1686003.62,2000005.38,3477.54,2747.5,2078634.6,2465760.06,2025,-314001.76,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",298766.59,0,265191.3,0.9,265191.3,0,0,0,0,1020.94,743.42,75579520.5,719564.25,2025,0,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",615201.19,0,509463.9,0.9,509463.9,0,0,0,0,3746.24,2902.39,12227133.6,8385384.16,2025,0,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",255904.26,0.21,214887.6,0.9,214887.6,1773.33,1422.67,1203370.56,994813.42,7600,6097.17,5157302.4,4263486.1,2025,208557.14,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",20902.1,0,18756.9,0.9,18756.9,0,0,0,0,171.65,128.05,5345716.5,264199.77,2025,0,"Singapore","East Asia & Pacific","High income"
"142","SLB",9294.41,0,8120.7,0.9,8120.7,0,0,0,0,196.69,138.69,194896.8,152908.46,2025,0,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",124762.73,0,93976.2,0.9,93976.2,0,0,0,0,1463.15,1194.19,1315666.8,1332291.24,2025,0,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",55559.77,0.24,49004.1,0.9,49004.1,191.14,146.81,548323.21,150569.45,716.77,550.55,2056212.04,564635.44,2025,397753.76,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",282000.74,0,209125.8,0.9,209125.8,0,0,0,0,3651.41,3082.45,2927761.2,2202056.17,2025,0,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",41990.51,0,37496.7,0.9,37496.7,0,0,0,0,585.75,347.45,1573361.53,429193.34,2025,0,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",3133.7,0,2718,0.9,2718,0,0,0,0,86.38,82.4,65232,74623.15,2025,0,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",5193.08,0.02,4570.2,0.9,4570.2,2.11,1.48,4261.46,2537.12,95,66.56,191765.59,114170.22,2025,1724.34,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",27719.55,0,24783.3,0.9,24783.3,0,0,0,0,366.48,188.73,7063240.5,220341.46,2025,0,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",10722.64,0.5,9612.9,0.9,9612.9,31.28,21.29,1522042.5,44309.62,56.3,38.31,2739676.5,79757.32,2025,1477732.88,"Slovenia","Europe & Central Asia","High income"
