"","country","cohort_size","current_cov","curr_vacc_cohort_size","future_cov","future_vacc_cohort_size","curr_cc_prev","curr_mort_prev","curr_cost","curr_cost_prev","proj_cc_prev","proj_mort_prev","proj_cost","proj_cost_prev","year","current_net_cost","country_name","region","income_group"
"59","GHA",423875.02,0,355946.4,0.9,355946.4,0,0,0,0,9653.38,7177.22,8542713.6,16165355.84,2029,0,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",226073.5,0,178391.7,0.9,178391.7,0,0,0,0,6479.39,5191.5,2497483.8,5237267.92,2029,0,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",41201.45,0.3,34304.4,0.9,34304.4,531.96,483.38,160087.2,616606.1,1595.87,1450.14,480261.6,1849818.3,2029,-456518.9,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",32056.47,0,26033.4,0.9,26033.4,0,0,0,0,810.78,663.96,364467.6,539417.44,2029,0,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",20951.9,0,17000.1,0.9,17000.1,0,0,0,0,399.42,262.79,4845028.5,185503.19,2029,0,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",40804.34,0,36576,0.9,36576,0,0,0,0,311.71,148.01,10424160,394599.28,2029,0,"Greece","Europe & Central Asia","High income"
"65","GTM",205182.81,0.15,179257.5,0.9,179257.5,612.23,438.07,1253607.45,408185.56,3673.4,2628.41,7521644.7,2449113.37,2029,845421.89,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",7259.39,0.02,6327,0.9,6327,3.78,2.41,3374.4,3173.7,170.13,108.38,151848,142816.69,2029,200.7,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",100118.03,0.53,88259.4,0.9,88259.4,836.93,578.38,1247399.52,804414.94,1421.21,982.16,2118225.6,1365987.64,2029,442984.58,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",18216.24,0,16317.9,0.9,16317.9,0,0,0,0,154.2,78.55,4650601.5,211444.26,2029,0,"Croatia","Europe & Central Asia","High income"
"69","HTI",129446.89,0,108038.7,0.9,108038.7,0,0,0,0,1442.35,1190.91,1512541.8,1253677.13,2029,0,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",45262.38,0.82,40507.2,0.9,40507.2,522.5,226.54,10518369.6,456420.08,573.48,248.65,11544552,500948.87,2029,10061949.52,"Hungary","Europe & Central Asia","High income"
"71","IDN",2383901.92,0.05,2081700.9,0.9,2081700.9,2504.25,1779.29,2775601.2,1724233.12,45076.47,32027.15,49960821.6,31036196.18,2029,1051368.08,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",11627508.52,0,9910640.7,0.9,9910640.7,0,0,0,0,195451.35,145194.89,237855376.8,125157633.41,2029,0,"India","South Asia","Lower middle income"
"73","IRL",31602.39,0.71,28330.2,0.9,28330.2,196.79,86.49,6369573.3,288127.29,249.45,109.64,8074107,365231.78,2029,6081446.01,"Ireland","Europe & Central Asia","High income"
"74","IRN",760125.25,0,671535.9,0.9,671535.9,0,0,0,0,2393.37,2031.19,28177646.36,4144071.98,2029,0,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",530708.52,0,462825,0.9,462825,0,0,0,0,996.85,776.18,19420137,449226.67,2029,0,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",2033.1,0.9,1822.5,0.9,1822.5,10.42,6.57,519412.5,16365.91,10.42,6.57,519412.5,16365.91,2029,503046.59,"Iceland","Europe & Central Asia","High income"
"77","ISR",83170.78,0.55,74564.1,0.9,74564.1,232.1,162.7,12986580.75,342588.28,379.8,266.24,21250768.5,560599,2029,12643992.47,"Israel","Middle East & North Africa","High income"
"78","ITA",235298.04,0,211068.9,0.9,211068.9,0,0,0,0,1207.93,468.12,60154636.5,1701315.06,2029,0,"Italy","Europe & Central Asia","High income"
"79","JAM",22786.85,0.02,20187.9,0.9,20187.9,8.98,6.57,18824.1,9818.16,403.98,295.55,847084.28,441817.25,2029,9005.94,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",92011.94,0,81339.3,0.9,81339.3,0,0,0,0,325.7,266.31,3412997.03,316717.16,2029,0,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",478056.5,0,428905.8,0.9,428905.8,0,0,0,0,4916.6,1837.92,122238153,7445355.18,2029,0,"Japan","East Asia & Pacific","High income"
"82","KAZ",191748.48,0,170324.1,0.9,170324.1,0,0,0,0,2257.46,1174.11,7146799.24,2561703.03,2029,0,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",722813.39,0.44,616214.7,0.9,616214.7,6824.33,4775.99,4217647.28,6051842.33,13958.86,9769.06,8627005.8,12378768.41,2029,-1834195.05,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",76186.99,0,67040.1,0.9,67040.1,0,0,0,0,966.39,679.57,938561.4,792349.82,2029,0,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",179645.28,0,155933.1,0.9,155933.1,0,0,0,0,2018.64,1465.69,2183063.4,1495951.91,2029,0,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1532.21,0,1297.8,0.9,1297.8,0,0,0,0,33.88,27.07,31147.2,23987.75,2029,0,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",190903.41,0,171148.5,0.9,171148.5,0,0,0,0,1349.26,746.06,48777322.5,960237.33,2029,0,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",29636.05,0,26437.5,0.9,26437.5,0,0,0,0,77.22,57.99,7534687.5,48955.13,2029,0,"Kuwait","Middle East & North Africa","High income"
"89","LAO",81341.25,0.42,69139.8,0.9,69139.8,351.16,243.76,774365.76,296767.69,752.49,522.34,1659355.2,635930.77,2029,477598.07,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",41617.49,0,37092.6,0.9,37092.6,0,0,0,0,162.61,117.09,1556405.5,158270.67,2029,0,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",76577.52,0.3,62487,0.9,62487,692.58,565.72,291606,428574.79,2077.75,1697.16,874818,1285724.38,2029,-136968.79,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",62371.18,0,55234.8,0.9,55234.8,0,0,0,0,456.01,362.14,2317652.21,279598.58,2029,0,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1094.54,0.62,966.6,0.9,966.6,14.55,11.63,27940.32,12101.6,21.12,16.88,40558.54,17566.84,2029,15838.72,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",161877.07,0.46,144262.8,0.9,144262.8,743.23,462.01,1769623.68,551351.62,1454.14,903.94,3462307.2,1078731.42,2029,1218272.06,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",25489.54,0,20792.7,0.9,20792.7,0,0,0,0,706.94,512.78,499024.8,574454.1,2029,0,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",14233.72,0.66,12753,0.9,12753,151.4,73.76,392418.31,125606.85,206.45,100.58,535115.88,171282.06,2029,266811.46,"Lithuania","Europe & Central Asia","High income"
"97","LUX",3512.28,0,3143.7,0.9,3143.7,0,0,0,0,19.07,10.29,895954.5,27810.38,2029,0,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",10975.42,0.42,9820.8,0.9,9820.8,66.76,36.65,192304.36,55412.49,143.06,78.53,412080.77,118741.04,2029,136891.87,"Latvia","Europe & Central Asia","High income"
"99","MAR",332312.05,0,291762,0.9,291762,0,0,0,0,3250.97,2050.91,12242333.52,2089617.07,2029,0,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",20325.56,0.35,18016.2,0.9,18016.2,84.79,52.45,168151.2,93036.24,218.03,134.86,432388.8,239236.03,2029,75114.96,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",420739.31,0,353501.1,0.9,353501.1,0,0,0,0,11892.65,9206.78,4949015.4,9402132.06,2029,0,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",3494.65,0.41,3112.2,0.9,3112.2,33.1,22.67,59490.05,21677.81,72.66,49.75,130587.91,47585.44,2029,37812.24,"Maldives","South Asia","Upper middle income"
"103","MEX",1091841.18,0.01,965957.4,0.9,965957.4,131.21,75.92,450350.81,123649.25,11808.71,6833.19,40531572.5,11128432.6,2029,326701.56,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",623.61,0.27,538.81,0.9,538.81,4.14,3.33,6782.57,2851.64,13.78,11.1,22608.55,9505.46,2029,3930.93,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",11056.76,0.21,9840.6,0.9,9840.6,14.85,10.24,96346.03,10204.76,63.64,43.88,412911.58,43734.68,2029,86141.27,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",379092.14,0,299660.4,0.9,299660.4,0,0,0,0,7470.18,6119.1,4195245.6,4568261.93,2029,0,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",2134.39,0.99,2096.82,0.9,2096.82,8.8,6.9,597593.7,13288.57,8.8,6.9,597593.7,13288.57,2029,584305.13,"Malta","Middle East & North Africa","High income"
"108","MMR",467438.62,0,397899,0.9,397899,0,0,0,0,7789.21,5848.46,5570586,4942646.45,2029,0,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",3570.78,0,3196.8,0.9,3196.8,0,0,0,0,63.67,41.1,134137.73,43173.26,2029,0,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",38104.11,0,33633,0.9,33633,0,0,0,0,643.19,646.79,807192,600030.84,2029,0,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",543384.04,0,444363.3,0.9,444363.3,0,0,0,0,15276.35,12585.43,6221086.2,12549833.17,2029,0,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",70933.22,0,58904.1,0.9,58904.1,0,0,0,0,1370.35,1054.73,824657.4,719471.59,2029,0,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",6409.34,0.55,5685.3,0.9,5685.3,51.27,36.26,145783.73,30824.21,83.9,59.34,238555.19,50439.62,2029,114959.52,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",298512.64,0.12,252733.5,0.9,252733.5,1539.15,1251.22,471769.2,2514460.36,11543.63,9384.18,3538269,18858452.67,2029,-2042691.16,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",257161.5,0.14,229547.7,0.9,229547.7,399.19,337.51,1498283.34,283722.2,2566.23,2169.72,9631821.49,1823928.46,2029,1214561.14,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",34715.61,0,29687.4,0.9,29687.4,0,0,0,0,948.6,677.4,1245683.3,821447.67,2029,0,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",493373.48,0,397703.7,0.9,397703.7,0,0,0,0,3005.63,2583.89,5567851.8,1739377.58,2029,0,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",3695347.76,0,2780215.2,0.9,2780215.2,0,0,0,0,30276.33,23438.62,66725164.8,24651061.44,2029,0,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",64194.73,0,56626.2,0.9,56626.2,0,0,0,0,1218.28,829.01,1359028.8,936300,2029,0,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",84643.25,0.66,75851.1,0.9,75851.1,318.92,138.59,15852879.9,445834.87,434.89,188.99,21617563.5,607956.64,2029,15407045.03,"Netherlands","Europe & Central Asia","High income"
"121","NOR",29882.46,0.93,27694.47,0.9,27694.47,257.97,103.91,7892923.95,362856.1,257.97,103.91,7892923.95,362856.1,2029,7530067.85,"Norway","Europe & Central Asia","High income"
"122","NPL",273812.14,0,236602.8,0.9,236602.8,0,0,0,0,5315.35,4209.28,3312439.2,3911681.91,2029,0,"Nepal","South Asia","Lower middle income"
"123","NZL",30540.09,0.48,27351,0.9,27351,76.24,48.91,4157352,125747.75,142.96,91.71,7795035,235777.02,2029,4031604.25,"New Zealand","East Asia & Pacific","High income"
"124","OMN",44945.23,0,40000.5,0.9,40000.5,0,0,0,0,293,226.5,11400142.5,193871.78,2029,0,"Oman","Middle East & North Africa","High income"
"125","PAK",2843732.46,0,2360562.3,0.9,2360562.3,0,0,0,0,11217.9,7836.13,56653495.2,8953978.13,2029,0,"Pakistan","South Asia","Lower middle income"
"126","PAN",38758.36,0,34185.6,0.9,34185.6,0,0,0,0,477.88,343.27,1434427.78,442359.48,2029,0,"Panama","Latin America & Caribbean","High income"
"127","PER",277043.94,0.53,245025,0.9,245025,3499.28,2494.05,6054513.3,2200677.43,5942.17,4235.18,10281249,3736999.41,2029,3853835.87,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1060047.12,0,925673.4,0.9,925673.4,0,0,0,0,13694.28,9755.53,38841255.86,9885514.6,2029,0,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",110563.17,0,94073.4,0.9,94073.4,0,0,0,0,2384.53,1882.73,2257761.6,1730396.29,2029,0,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",186353.54,0,166818.6,0.9,166818.6,0,0,0,0,2029.78,1259.68,47543301,1269217.02,2029,0,"Poland","Europe & Central Asia","High income"
"131","PRT",39569.38,0.76,35495.1,0.9,35495.1,301.83,152.72,8542487.4,432714.12,357.43,180.85,10116103.5,512424.61,2029,8109773.28,"Portugal","Europe & Central Asia","High income"
"132","PRY",69165.9,0.17,60833.7,0.9,60833.7,361.46,270.39,482154.39,327796.99,1913.61,1431.45,2552582.05,1735395.83,2029,154357.4,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",67787.42,0,59779.8,0.9,59779.8,0,0,0,0,584.63,452.36,2508360.41,568503.64,2029,0,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",14117.72,0,12601.8,0.9,12601.8,0,0,0,0,49.78,57.14,3591513,32870.38,2029,0,"Qatar","Middle East & North Africa","High income"
"135","ROU",92707.61,0,82575,0.9,82575,0,0,0,0,1571.44,962.61,3464847,1112214.81,2029,0,"Romania","Europe & Central Asia","High income"
"136","RUS",927302.66,0,826838.1,0.9,826838.1,0,0,0,0,8983.27,4772.57,34694126.68,9748831.64,2029,0,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",193172.61,0.73,164913.3,0.9,164913.3,3177.68,2516.94,1872682.14,2253143.02,3917.69,3103.08,2308786.2,2777847.56,2029,-380460.88,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",296580.94,0,263974.5,0.9,263974.5,0,0,0,0,1025.98,748.66,75232732.5,723117.21,2029,0,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",647914.47,0,541700.1,0.9,541700.1,0,0,0,0,4029.13,3126.83,13000802.4,9018581.03,2029,0,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",265390.24,0.21,226179,0.9,226179,1888.51,1517.54,1266602.4,1059425.98,8093.61,6503.75,5428296,4540397.04,2029,207176.42,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",25143.73,0,22564.8,0.9,22564.8,0,0,0,0,207.78,155.28,6430968,319807.66,2029,0,"Singapore","East Asia & Pacific","High income"
"142","SLB",10061.01,0,8820.9,0.9,8820.9,0,0,0,0,216.39,152.97,211701.6,168224.48,2029,0,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",126882.34,0,98566.2,0.9,98566.2,0,0,0,0,1551.16,1267.57,1379926.8,1412428.59,2029,0,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",55409.54,0.24,49023,0.9,49023,193.57,149.08,548534.69,152482.29,725.88,559.05,2057005.08,571808.59,2029,396052.4,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",306101.76,0,233544.6,0.9,233544.6,0,0,0,0,4122.2,3483,3269624.4,2485972.68,2029,0,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",40838.31,0,36512.1,0.9,36512.1,0,0,0,0,573.03,341.22,1532047.72,419875.9,2029,0,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",3146.69,0,2757.6,0.9,2757.6,0,0,0,0,89.19,85.14,66182.4,77049.95,2029,0,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",5099.78,0.02,4498.2,0.9,4498.2,2.1,1.47,4194.32,2519.29,94.33,66.15,188744.47,113368.11,2029,1675.03,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",28124.02,0,25135.2,0.9,25135.2,0,0,0,0,373.47,193.16,7163532,224541.04,2029,0,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",10101.38,0.5,9059.4,0.9,9059.4,29.58,20.22,1434405,41896.9,53.24,36.4,2581929,75414.42,2029,1392508.1,"Slovenia","Europe & Central Asia","High income"
