"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"77","ISR",1,310.95,213.94,2011,"Israel","Middle East & North Africa","High income"
"78","ITA",1,1529.25,576.74,2011,"Italy","Europe & Central Asia","High income"
"79","JAM",1,540.61,394.42,2011,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",1,304.71,243.07,2011,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",1,6656.06,2435.63,2011,"Japan","East Asia & Pacific","High income"
"82","KAZ",1,1418.62,741.54,2011,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",1,13357.49,9417.61,2011,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",1,703.41,489.15,2011,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",1,1894.36,1347.4,2011,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1,34.13,27.96,2011,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",1,2307.24,1241.7,2011,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",1,58.65,43.28,2011,"Kuwait","Middle East & North Africa","High income"
"89","LAO",1,768.74,523.75,2011,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",1,218.01,156.07,2011,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",1,1695.83,1392.94,2011,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",1,434.69,335.76,2011,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1,33.04,26.23,2011,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",1,1605.98,989.8,2011,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",1,773.31,569.1,2011,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",1,252.09,121.24,2011,"Lithuania","Europe & Central Asia","High income"
"97","LUX",1,18.69,9.98,2011,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",1,114.83,61.86,2011,"Latvia","Europe & Central Asia","High income"
"99","MAR",1,3259.99,2055.39,2011,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",1,272.47,165.72,2011,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",1,9416.7,7273.56,2011,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",1,65.92,44.89,2011,"Maldives","South Asia","Upper middle income"
"103","MEX",1,13004.17,7425.35,2011,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",1,16.7,13.4,2011,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",1,79.82,52.24,2011,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",1,4715.47,3851.85,2011,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",1,9.22,6.92,2011,"Malta","Middle East & North Africa","High income"
"108","MMR",1,9491.66,7005.49,2011,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",1,77.75,46.74,2011,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",1,385.87,344.74,2011,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",1,10507.85,8651.2,2011,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",1,893.38,675.3,2011,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",1,135.67,94.23,2011,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",1,9165.4,7490.3,2011,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",1,2935.05,2412.21,2011,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",1,826.17,586.96,2011,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",1,1609.87,1378.63,2011,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",1,21157.19,16325.7,2011,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",1,1322.23,898.74,2011,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",1,555.76,235.99,2011,"Netherlands","Europe & Central Asia","High income"
"121","NOR",1,284.3,108.71,2011,"Norway","Europe & Central Asia","High income"
"122","NPL",1,7291.01,5690.67,2011,"Nepal","South Asia","Lower middle income"
"123","NZL",1,150.27,93.96,2011,"New Zealand","East Asia & Pacific","High income"
"124","OMN",1,165.99,126.97,2011,"Oman","Middle East & North Africa","High income"
"125","PAK",1,9746.26,6771.4,2011,"Pakistan","South Asia","Lower middle income"
"126","PAN",1,468.44,333.94,2011,"Panama","Latin America & Caribbean","High income"
"127","PER",1,6794.54,4853.83,2011,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1,14832.52,10563.3,2011,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",1,1934.12,1454.03,2011,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",1,2308.01,1425.09,2011,"Poland","Europe & Central Asia","High income"
"131","PRT",1,551.59,274.36,2011,"Portugal","Europe & Central Asia","High income"
"132","PRY",1,2085.06,1532.22,2011,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",1,463.54,352.28,2011,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",1,27.12,29.83,2011,"Qatar","Middle East & North Africa","High income"
"135","ROU",1,1956.23,1154.59,2011,"Romania","Europe & Central Asia","High income"
"136","RUS",1,6422.8,3351.1,2011,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",1,3114.04,2490.2,2011,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",1,852.15,598.15,2011,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",1,3271.79,2538.91,2011,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",1,5156.6,4064.71,2011,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",1,235.04,173.89,2011,"Singapore","East Asia & Pacific","High income"
"142","SLB",1,163.04,116.67,2011,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",1,1114.02,903.4,2011,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",1,1030.27,791.8,2011,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",1,2909.48,2452.61,2011,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",1,794.8,455.67,2011,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",1,80.1,76.75,2011,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",1,100.7,71.03,2011,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",1,392.62,195.82,2011,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",1,51.63,33.9,2011,"Slovenia","Europe & Central Asia","High income"
"151","SWE",1,379.23,160.99,2011,"Sweden","Europe & Central Asia","High income"
"152","SWZ",1,798.8,576.87,2011,"Eswatini","Sub-Saharan Africa","Lower middle income"
"153","TCD",1,1936.08,1623.35,2011,"Chad","Sub-Saharan Africa","Low income"
"154","TGO",1,1239.6,974.25,2011,"Togo","Sub-Saharan Africa","Low income"
"155","THA",1,7911.83,5181.03,2011,"Thailand","East Asia & Pacific","Upper middle income"
"156","TJK",1,662.35,495.09,2011,"Tajikistan","Europe & Central Asia","Lower middle income"
"157","TKM",1,562.05,374.91,2011,"Turkmenistan","Europe & Central Asia","Upper middle income"
"158","TLS",1,191.1,144.24,2011,"Timor-Leste","East Asia & Pacific","Lower middle income"
"159","TON",1,34.42,28.55,2011,"Tonga","East Asia & Pacific","Upper middle income"
"160","TTO",1,179.83,118.9,2011,"Trinidad and Tobago","Latin America & Caribbean","High income"
"161","TUN",1,392.62,240.59,2011,"Tunisia","Middle East & North Africa","Lower middle income"
"162","TUR",1,3861.11,2533.04,2011,"Türkiye","Europe & Central Asia","Upper middle income"
"163","TUV",1,3.84,3.18,2011,"Tuvalu","East Asia & Pacific","Upper middle income"
"164","TZA",1,29509.65,21613.41,2011,"Tanzania","Sub-Saharan Africa","Lower middle income"
"165","UGA",1,19232.18,15376.21,2011,"Uganda","Sub-Saharan Africa","Low income"
"166","UKR",1,2098.18,922.17,2011,"Ukraine","Europe & Central Asia","Lower middle income"
"167","URY",1,247.83,165.25,2011,"Uruguay","Latin America & Caribbean","High income"
"168","USA",1,11246.25,5674.08,2011,"United States","North America","High income"
"169","UZB",1,2522.84,1700.27,2011,"Uzbekistan","Europe & Central Asia","Lower middle income"
"170","VNM",1,4750.11,3358.76,2011,"Vietnam","East Asia & Pacific","Lower middle income"
"171","VUT",1,32.73,29.08,2011,"Vanuatu","East Asia & Pacific","Lower middle income"
"172","WSM",1,22.58,18.07,2011,"Samoa","East Asia & Pacific","Lower middle income"
"173","XK",1,61.06,36.52,2011,"Kosovo","Europe & Central Asia","Upper middle income"
"174","ZAF",1,12981.99,7593.07,2011,"South Africa","Sub-Saharan Africa","Upper middle income"
"175","ZMB",1,9687.52,6967.81,2011,"Zambia","Sub-Saharan Africa","Low income"
"176","ZWE",1,7505.07,5743.51,2011,"Zimbabwe","Sub-Saharan Africa","Lower middle income"
