"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"35","COG",1,1501.66,1054.22,2023,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",1,5980.46,4136.45,2023,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",1,444.31,343.8,2023,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",1,82.27,73.82,2023,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",1,328.07,298.94,2023,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",1,36.71,47.1,2023,"Cyprus","Europe & Central Asia","High income"
"41","CZE",1,487.59,299.19,2023,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",1,2477.54,1265.64,2023,"Germany","Europe & Central Asia","High income"
"43","DJI",1,118.03,94.64,2023,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",1,269.04,128.04,2023,"Denmark","Europe & Central Asia","High income"
"45","DOM",1,2099.37,1723.13,2023,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",1,3758.31,2469.21,2023,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",1,3292.73,2331.25,2023,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",1,4056.79,3081.26,2023,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",1,1197.52,604.07,2023,"Spain","Europe & Central Asia","High income"
"50","EST",1,127.23,45.11,2023,"Estonia","Europe & Central Asia","High income"
"51","ETH",1,26651.86,21586.25,2023,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",1,133.04,59.35,2023,"Finland","Europe & Central Asia","High income"
"53","FJI",1,243.8,201.01,2023,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",1,2819.61,1350.71,2023,"France","Europe & Central Asia","High income"
"55","FSM",1,28.61,22.3,2023,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",1,692.83,427.83,2023,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",1,2795.15,1053.26,2023,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",1,272.49,181.47,2023,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",1,9845.23,7267.74,2023,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",1,6910.8,5569.46,2023,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",1,1470.65,1328.43,2023,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",1,805.64,658.04,2023,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",1,372.69,245.23,2023,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",1,424.05,201.42,2023,"Greece","Europe & Central Asia","High income"
"65","GTM",1,4183.43,3023.23,2023,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",1,185.1,117.67,2023,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",1,1654.22,1135.3,2023,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",1,192,97.1,2023,"Croatia","Europe & Central Asia","High income"
"69","HTI",1,1733.76,1443.27,2023,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",1,641.88,275.61,2023,"Hungary","Europe & Central Asia","High income"
"71","IDN",1,52959.04,38026.3,2023,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",1,210163.04,152239.68,2023,"India","South Asia","Lower middle income"
"73","IRL",1,319.75,139.52,2023,"Ireland","Europe & Central Asia","High income"
"74","IRN",1,2217.67,1862.18,2023,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",1,1040.37,807.13,2023,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",1,13.26,8.35,2023,"Iceland","Europe & Central Asia","High income"
"77","ISR",1,401.92,281.35,2023,"Israel","Middle East & North Africa","High income"
"78","ITA",1,1572.25,603.63,2023,"Italy","Europe & Central Asia","High income"
"79","JAM",1,465.58,341.52,2023,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",1,412.67,331.86,2023,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",1,6272.6,2331.73,2023,"Japan","East Asia & Pacific","High income"
"82","KAZ",1,2486.07,1309.24,2023,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",1,17385.61,12305.53,2023,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",1,1015.27,711.8,2023,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",1,2156.24,1549.75,2023,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1,40.15,33.23,2023,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",1,1781,980.41,2023,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",1,82.89,61.42,2023,"Kuwait","Middle East & North Africa","High income"
"89","LAO",1,816.15,562.61,2023,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",1,218.8,157.81,2023,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",1,2365.62,1956.52,2023,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",1,523.94,409.81,2023,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1,23.72,18.94,2023,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",1,1721.64,1068.2,2023,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",1,825.98,613.52,2023,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",1,224.49,108.93,2023,"Lithuania","Europe & Central Asia","High income"
"97","LUX",1,20.46,11.06,2023,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",1,133.59,73.2,2023,"Latvia","Europe & Central Asia","High income"
"99","MAR",1,3743.06,2365.77,2023,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",1,265.63,164.22,2023,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",1,12123.78,9416.57,2023,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",1,83.29,56.91,2023,"Maldives","South Asia","Upper middle income"
"103","MEX",1,13358.33,7687.39,2023,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",1,16.4,13.34,2023,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",1,70.44,46.94,2023,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",1,7489.14,6136.61,2023,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",1,8.62,6.61,2023,"Malta","Middle East & North Africa","High income"
"108","MMR",1,8953.69,6680.78,2023,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",1,73.3,45.23,2023,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",1,597.51,550.31,2023,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",1,15455.86,12801.11,2023,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",1,1274.45,969.17,2023,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",1,106.23,75.06,2023,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",1,12961.66,10640.22,2023,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",1,2665.39,2227.27,2023,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",1,1059.39,764.44,2023,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",1,2771.34,2382.5,2023,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",1,31933.94,24840.87,2023,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",1,1412.05,963.21,2023,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",1,518.95,225.95,2023,"Netherlands","Europe & Central Asia","High income"
"121","NOR",1,294.44,116.35,2023,"Norway","Europe & Central Asia","High income"
"122","NPL",1,6239.54,4912.54,2023,"Nepal","South Asia","Lower middle income"
"123","NZL",1,167.61,107,2023,"New Zealand","East Asia & Pacific","High income"
"124","OMN",1,251.5,193.56,2023,"Oman","Middle East & North Africa","High income"
"125","PAK",1,11383.29,7939.78,2023,"Pakistan","South Asia","Lower middle income"
"126","PAN",1,529.55,380.14,2023,"Panama","Latin America & Caribbean","High income"
"127","PER",1,6681.09,4827.65,2023,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1,16792.78,12126.58,2023,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",1,2373.46,1818.7,2023,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",1,2366.24,1474.91,2023,"Poland","Europe & Central Asia","High income"
"131","PRT",1,461.21,233,2023,"Portugal","Europe & Central Asia","High income"
"132","PRY",1,2085.99,1551.87,2023,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",1,583.67,446.6,2023,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",1,51.01,56.8,2023,"Qatar","Middle East & North Africa","High income"
"135","ROU",1,1873.03,1122.88,2023,"Romania","Europe & Central Asia","High income"
"136","RUS",1,9486.31,4994.08,2023,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",1,4206.64,3386.14,2023,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",1,1016.21,720.58,2023,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",1,4300.13,3357.99,2023,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",1,7675.88,6088.39,2023,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",1,205.42,153.26,2023,"Singapore","East Asia & Pacific","High income"
"142","SLB",1,226.4,163.36,2023,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",1,1506.5,1227.05,2023,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",1,856.64,665.02,2023,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",1,4018.51,3396.66,2023,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",1,685.44,398.68,2023,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",1,112.21,107.71,2023,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",1,106.05,74.86,2023,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",1,414.09,210.28,2023,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",1,62.93,42.36,2023,"Slovenia","Europe & Central Asia","High income"
"151","SWE",1,498.4,217.94,2023,"Sweden","Europe & Central Asia","High income"
"152","SWZ",1,890.57,647.39,2023,"Eswatini","Sub-Saharan Africa","Lower middle income"
"153","TCD",1,2929.66,2466.99,2023,"Chad","Sub-Saharan Africa","Low income"
"154","TGO",1,1818.27,1443.94,2023,"Togo","Sub-Saharan Africa","Low income"
"155","THA",1,6966.94,4613.85,2023,"Thailand","East Asia & Pacific","Upper middle income"
"156","TJK",1,891.51,673.95,2023,"Tajikistan","Europe & Central Asia","Lower middle income"
"157","TKM",1,781.6,525.19,2023,"Turkmenistan","Europe & Central Asia","Upper middle income"
"158","TLS",1,207.21,158.19,2023,"Timor-Leste","East Asia & Pacific","Lower middle income"
"159","TON",1,37.09,31.09,2023,"Tonga","East Asia & Pacific","Upper middle income"
"160","TTO",1,210.65,139.57,2023,"Trinidad and Tobago","Latin America & Caribbean","High income"
"161","TUN",1,480.24,295.5,2023,"Tunisia","Middle East & North Africa","Lower middle income"
"162","TUR",1,4010.81,2658.7,2023,"Türkiye","Europe & Central Asia","Upper middle income"
"163","TUV",1,4.13,3.47,2023,"Tuvalu","East Asia & Pacific","Upper middle income"
"164","TZA",1,45411.36,33425.12,2023,"Tanzania","Sub-Saharan Africa","Lower middle income"
"165","UGA",1,29493.19,23742.4,2023,"Uganda","Sub-Saharan Africa","Low income"
"166","UKR",1,2611.22,1151.61,2023,"Ukraine","Europe & Central Asia","Lower middle income"
"167","URY",1,229.29,154.74,2023,"Uruguay","Latin America & Caribbean","High income"
"168","USA",1,11345.33,5805.21,2023,"United States","North America","High income"
"169","UZB",1,2982.06,2020.94,2023,"Uzbekistan","Europe & Central Asia","Lower middle income"
"170","VNM",1,5322.78,3799.73,2023,"Vietnam","East Asia & Pacific","Lower middle income"
"171","VUT",1,46.3,41.16,2023,"Vanuatu","East Asia & Pacific","Lower middle income"
"172","WSM",1,24.47,19.64,2023,"Samoa","East Asia & Pacific","Lower middle income"
"173","XK",1,52.64,31.72,2023,"Kosovo","Europe & Central Asia","Upper middle income"
"174","ZAF",1,16532.16,9695.35,2023,"South Africa","Sub-Saharan Africa","Upper middle income"
"175","ZMB",1,14154.28,10246.93,2023,"Zambia","Sub-Saharan Africa","Low income"
"176","ZWE",1,10801.52,8353.04,2023,"Zimbabwe","Sub-Saharan Africa","Lower middle income"
