"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"27","CAF",1,1010.23,832.21,2024,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",1,1022.66,595.15,2024,"Canada","North America","High income"
"29","CHE",1,167.56,92.47,2024,"Switzerland","Europe & Central Asia","High income"
"30","CHL",1,1595.13,1105.63,2024,"Chile","Latin America & Caribbean","High income"
"31","CHN",1,70937.48,45234.36,2024,"China","East Asia & Pacific","Upper middle income"
"32","CIV",1,8302.1,6475.49,2024,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",1,8437.01,6282.78,2024,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1,34206.63,27498.68,2024,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",1,1541.81,1083.27,2024,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",1,5920.54,4097.39,2024,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",1,454.72,351.98,2024,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",1,83.5,74.93,2024,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",1,329.57,300.62,2024,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",1,36.74,47.21,2024,"Cyprus","Europe & Central Asia","High income"
"41","CZE",1,478.53,293.87,2024,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",1,2483.15,1269.65,2024,"Germany","Europe & Central Asia","High income"
"43","DJI",1,124.42,99.79,2024,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",1,260.09,123.94,2024,"Denmark","Europe & Central Asia","High income"
"45","DOM",1,2114.74,1736.48,2024,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",1,3896.02,2560.26,2024,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",1,3322.46,2353.54,2024,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",1,4308.19,3274.4,2024,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",1,1161.41,586.19,2024,"Spain","Europe & Central Asia","High income"
"50","EST",1,126.61,44.92,2024,"Estonia","Europe & Central Asia","High income"
"51","ETH",1,27222.33,22054.81,2024,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",1,133.09,59.43,2024,"Finland","Europe & Central Asia","High income"
"53","FJI",1,247.39,204.15,2024,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",1,2828.49,1355.55,2024,"France","Europe & Central Asia","High income"
"55","FSM",1,28.52,22.26,2024,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",1,722.21,446.33,2024,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",1,2819.22,1063.55,2024,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",1,281.07,187.28,2024,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",1,10115.9,7474.32,2024,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",1,7062.25,5694.54,2024,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",1,1524.19,1377.74,2024,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",1,828.53,677.05,2024,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",1,384.05,252.69,2024,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",1,408.68,194.25,2024,"Greece","Europe & Central Asia","High income"
"65","GTM",1,4220.3,3050.99,2024,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",1,188.49,119.89,2024,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",1,1639.65,1125.32,2024,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",1,189.19,95.76,2024,"Croatia","Europe & Central Asia","High income"
"69","HTI",1,1751.29,1458.29,2024,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",1,626.38,269.2,2024,"Hungary","Europe & Central Asia","High income"
"71","IDN",1,54057.08,38836.25,2024,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",1,206731.99,149841.47,2024,"India","South Asia","Lower middle income"
"73","IRL",1,319.11,139.38,2024,"Ireland","Europe & Central Asia","High income"
"74","IRN",1,2259.21,1897.88,2024,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",1,1076.21,835.17,2024,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",1,13.24,8.35,2024,"Iceland","Europe & Central Asia","High income"
"77","ISR",1,412.03,288.67,2024,"Israel","Middle East & North Africa","High income"
"78","ITA",1,1549.99,595.54,2024,"Italy","Europe & Central Asia","High income"
"79","JAM",1,471.93,346.3,2024,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",1,407.25,327.65,2024,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",1,6253.23,2326.07,2024,"Japan","East Asia & Pacific","High income"
"82","KAZ",1,2583.09,1360.94,2024,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",1,17518.07,12402.62,2024,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",1,1076,754.76,2024,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",1,2189.28,1574.52,2024,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1,40.05,33.17,2024,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",1,1799.18,991.27,2024,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",1,84.48,62.62,2024,"Kuwait","Middle East & North Africa","High income"
"89","LAO",1,817.16,563.72,2024,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",1,214.36,154.67,2024,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",1,2407.42,1992,2024,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",1,531.49,416.01,2024,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1,23.9,19.1,2024,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",1,1703.91,1057.54,2024,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",1,838.36,623.15,2024,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",1,241.56,117.28,2024,"Lithuania","Europe & Central Asia","High income"
"97","LUX",1,20.81,11.25,2024,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",1,127.33,69.85,2024,"Latvia","Europe & Central Asia","High income"
"99","MAR",1,3839.13,2426.82,2024,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",1,266.86,165.15,2024,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",1,12345.98,9592.57,2024,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",1,84.87,58,2024,"Maldives","South Asia","Upper middle income"
"103","MEX",1,13422.48,7728.01,2024,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",1,16.35,13.31,2024,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",1,71.33,47.58,2024,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",1,7683.63,6297.47,2024,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",1,8.73,6.7,2024,"Malta","Middle East & North Africa","High income"
"108","MMR",1,8818.74,6584.77,2024,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",1,72.15,44.58,2024,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",1,630.89,582.09,2024,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",1,15845.31,13128.9,2024,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",1,1314.43,1000,2024,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",1,102.93,72.81,2024,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",1,13102.39,10758.84,2024,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",1,2690.98,2250.73,2024,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",1,1090.84,787.91,2024,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",1,2886.55,2482.22,2024,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",1,32913.6,25617.8,2024,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",1,1421.55,969.91,2024,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",1,515.77,224.84,2024,"Netherlands","Europe & Central Asia","High income"
"121","NOR",1,292.14,115.62,2024,"Norway","Europe & Central Asia","High income"
"122","NPL",1,6188.74,4874.88,2024,"Nepal","South Asia","Lower middle income"
"123","NZL",1,167.21,106.86,2024,"New Zealand","East Asia & Pacific","High income"
"124","OMN",1,262.58,202.16,2024,"Oman","Middle East & North Africa","High income"
"125","PAK",1,11578.08,8077.94,2024,"Pakistan","South Asia","Lower middle income"
"126","PAN",1,535.41,384.5,2024,"Panama","Latin America & Caribbean","High income"
"127","PER",1,6532.04,4722.77,2024,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1,17041.82,12316.95,2024,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",1,2399.72,1841.24,2024,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",1,2325.43,1450.19,2024,"Poland","Europe & Central Asia","High income"
"131","PRT",1,449.78,227.38,2024,"Portugal","Europe & Central Asia","High income"
"132","PRY",1,2086.64,1553.5,2024,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",1,601.05,460.05,2024,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",1,52.56,58.57,2024,"Qatar","Middle East & North Africa","High income"
"135","ROU",1,1806.67,1084.04,2024,"Romania","Europe & Central Asia","High income"
"136","RUS",1,9757.38,5139.67,2024,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",1,4252.41,3424.31,2024,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",1,1043.55,740.4,2024,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",1,4377.96,3420.27,2024,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",1,7912.9,6278.81,2024,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",1,198.55,148.2,2024,"Singapore","East Asia & Pacific","High income"
"142","SLB",1,235.27,169.84,2024,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",1,1527.3,1244.39,2024,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",1,853.94,663.29,2024,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",1,4109.79,3474.57,2024,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",1,667.19,388.38,2024,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",1,113.58,109.03,2024,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",1,106.83,75.42,2024,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",1,412.67,209.75,2024,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",1,63.43,42.74,2024,"Slovenia","Europe & Central Asia","High income"
"151","SWE",1,497.2,217.7,2024,"Sweden","Europe & Central Asia","High income"
"152","SWZ",1,882.84,642.09,2024,"Eswatini","Sub-Saharan Africa","Lower middle income"
"153","TCD",1,3013.83,2538.69,2024,"Chad","Sub-Saharan Africa","Low income"
"154","TGO",1,1854.51,1473.81,2024,"Togo","Sub-Saharan Africa","Low income"
"155","THA",1,6881.67,4560.26,2024,"Thailand","East Asia & Pacific","Upper middle income"
"156","TJK",1,936.45,708.41,2024,"Tajikistan","Europe & Central Asia","Lower middle income"
"157","TKM",1,832.57,559.73,2024,"Turkmenistan","Europe & Central Asia","Upper middle income"
"158","TLS",1,206.2,157.53,2024,"Timor-Leste","East Asia & Pacific","Lower middle income"
"159","TON",1,37.78,31.69,2024,"Tonga","East Asia & Pacific","Upper middle income"
"160","TTO",1,210.64,139.58,2024,"Trinidad and Tobago","Latin America & Caribbean","High income"
"161","TUN",1,502.15,309.06,2024,"Tunisia","Middle East & North Africa","Lower middle income"
"162","TUR",1,3994.28,2649.05,2024,"Türkiye","Europe & Central Asia","Upper middle income"
"163","TUV",1,4.21,3.53,2024,"Tuvalu","East Asia & Pacific","Upper middle income"
"164","TZA",1,46473.07,34217.28,2024,"Tanzania","Sub-Saharan Africa","Lower middle income"
"165","UGA",1,30236.39,24351.55,2024,"Uganda","Sub-Saharan Africa","Low income"
"166","UKR",1,2625.23,1158.06,2024,"Ukraine","Europe & Central Asia","Lower middle income"
"167","URY",1,230.86,155.91,2024,"Uruguay","Latin America & Caribbean","High income"
"168","USA",1,11188.25,5729.35,2024,"United States","North America","High income"
"169","UZB",1,3050.85,2068.33,2024,"Uzbekistan","Europe & Central Asia","Lower middle income"
"170","VNM",1,5378.65,3841.82,2024,"Vietnam","East Asia & Pacific","Lower middle income"
"171","VUT",1,46.32,41.17,2024,"Vanuatu","East Asia & Pacific","Lower middle income"
"172","WSM",1,24.63,19.77,2024,"Samoa","East Asia & Pacific","Lower middle income"
"173","XK",1,51.24,30.89,2024,"Kosovo","Europe & Central Asia","Upper middle income"
"174","ZAF",1,16760.12,9831.03,2024,"South Africa","Sub-Saharan Africa","Upper middle income"
"175","ZMB",1,14526.24,10520.7,2024,"Zambia","Sub-Saharan Africa","Low income"
"176","ZWE",1,11234.69,8694.31,2024,"Zimbabwe","Sub-Saharan Africa","Lower middle income"
