"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"96","LTU",1,212.5,102.52,2015,"Lithuania","Europe & Central Asia","High income"
"97","LUX",1,18.64,9.99,2015,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",1,133.89,72.57,2015,"Latvia","Europe & Central Asia","High income"
"99","MAR",1,3345.66,2111.27,2015,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",1,234.27,143.29,2015,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",1,10296.24,7968.47,2015,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",1,57.58,39.26,2015,"Maldives","South Asia","Upper middle income"
"103","MEX",1,13309.21,7620.76,2015,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",1,15.85,12.78,2015,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",1,75.42,49.67,2015,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",1,5618.15,4593.89,2015,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",1,8.11,6.14,2015,"Malta","Middle East & North Africa","High income"
"108","MMR",1,9940.04,7363.8,2015,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",1,74.74,45.36,2015,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",1,373.21,337.08,2015,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",1,12419.42,10246.47,2015,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",1,999.99,757.37,2015,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",1,137.71,96.24,2015,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",1,10425.33,8533.67,2015,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",1,2810.61,2323.84,2015,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",1,810.31,578.82,2015,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",1,1954.64,1676.09,2015,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",1,24616.7,19046.91,2015,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",1,1324.83,901.66,2015,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",1,576.2,246.98,2015,"Netherlands","Europe & Central Asia","High income"
"121","NOR",1,277.95,107.6,2015,"Norway","Europe & Central Asia","High income"
"122","NPL",1,6807.14,5329.84,2015,"Nepal","South Asia","Lower middle income"
"123","NZL",1,150.33,94.71,2015,"New Zealand","East Asia & Pacific","High income"
"124","OMN",1,173.51,133.01,2015,"Oman","Middle East & North Africa","High income"
"125","PAK",1,10057.26,6996.36,2015,"Pakistan","South Asia","Lower middle income"
"126","PAN",1,480.12,343.13,2015,"Panama","Latin America & Caribbean","High income"
"127","PER",1,6676.96,4790.18,2015,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1,15128.13,10826.63,2015,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",1,2089.79,1581.07,2015,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",1,2057.25,1274.71,2015,"Poland","Europe & Central Asia","High income"
"131","PRT",1,522.51,261.44,2015,"Portugal","Europe & Central Asia","High income"
"132","PRY",1,1995.22,1472.57,2015,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",1,464.02,353.53,2015,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",1,37.89,41.85,2015,"Qatar","Middle East & North Africa","High income"
"135","ROU",1,1840.54,1092.41,2015,"Romania","Europe & Central Asia","High income"
"136","RUS",1,7375.44,3860.22,2015,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",1,3465.32,2777.68,2015,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",1,842.1,593.27,2015,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",1,3642.77,2832.78,2015,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",1,5772.65,4560.22,2015,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",1,215.1,159.66,2015,"Singapore","East Asia & Pacific","High income"
"142","SLB",1,181.09,129.97,2015,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",1,1252.64,1017.33,2015,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",1,911.02,702.76,2015,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",1,3236.41,2730.61,2015,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",1,766.87,441.9,2015,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",1,95.59,91.65,2015,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",1,102.44,72.27,2015,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",1,372.82,187.18,2015,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",1,50.81,33.67,2015,"Slovenia","Europe & Central Asia","High income"
"151","SWE",1,430.22,184.7,2015,"Sweden","Europe & Central Asia","High income"
"152","SWZ",1,823.85,596.28,2015,"Eswatini","Sub-Saharan Africa","Lower middle income"
"153","TCD",1,2271.62,1907.49,2015,"Chad","Sub-Saharan Africa","Low income"
"154","TGO",1,1449.72,1143.21,2015,"Togo","Sub-Saharan Africa","Low income"
"155","THA",1,7562.05,4972.35,2015,"Thailand","East Asia & Pacific","Upper middle income"
"156","TJK",1,623.46,467.88,2015,"Tajikistan","Europe & Central Asia","Lower middle income"
"157","TKM",1,612.73,409.72,2015,"Turkmenistan","Europe & Central Asia","Upper middle income"
"158","TLS",1,216.55,164.1,2015,"Timor-Leste","East Asia & Pacific","Lower middle income"
"159","TON",1,35.53,29.57,2015,"Tonga","East Asia & Pacific","Upper middle income"
"160","TTO",1,190.82,126.25,2015,"Trinidad and Tobago","Latin America & Caribbean","High income"
"161","TUN",1,384.08,235.71,2015,"Tunisia","Middle East & North Africa","Lower middle income"
"162","TUR",1,3931.55,2589.48,2015,"Türkiye","Europe & Central Asia","Upper middle income"
"163","TUV",1,3.96,3.3,2015,"Tuvalu","East Asia & Pacific","Upper middle income"
"164","TZA",1,35092.16,25746.77,2015,"Tanzania","Sub-Saharan Africa","Lower middle income"
"165","UGA",1,22279.1,17854.92,2015,"Uganda","Sub-Saharan Africa","Low income"
"166","UKR",1,1967.68,865.83,2015,"Ukraine","Europe & Central Asia","Lower middle income"
"167","URY",1,239.94,160.68,2015,"Uruguay","Latin America & Caribbean","High income"
"168","USA",1,11257.53,5708.92,2015,"United States","North America","High income"
"169","UZB",1,2320.66,1566.96,2015,"Uzbekistan","Europe & Central Asia","Lower middle income"
"170","VNM",1,4700.73,3335.15,2015,"Vietnam","East Asia & Pacific","Lower middle income"
"171","VUT",1,35.1,31.19,2015,"Vanuatu","East Asia & Pacific","Lower middle income"
"172","WSM",1,21.4,17.14,2015,"Samoa","East Asia & Pacific","Lower middle income"
"173","XK",1,58.9,35.32,2015,"Kosovo","Europe & Central Asia","Upper middle income"
"174","ZAF",1,13432,7863.41,2015,"South Africa","Sub-Saharan Africa","Upper middle income"
"175","ZMB",1,11373.95,8199.09,2015,"Zambia","Sub-Saharan Africa","Low income"
"176","ZWE",1,8095.9,6217.58,2015,"Zimbabwe","Sub-Saharan Africa","Lower middle income"
