"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"26","BWA",1,892.73,627.58,2026,"Botswana","Sub-Saharan Africa","Upper middle income"
"27","CAF",1,1025.51,845.36,2026,"Central African Republic","Sub-Saharan Africa","Low income"
"28","CAN",1,1029.98,600.53,2026,"Canada","North America","High income"
"29","CHE",1,172.84,95.51,2026,"Switzerland","Europe & Central Asia","High income"
"30","CHL",1,1569.8,1089.31,2026,"Chile","Latin America & Caribbean","High income"
"31","CHN",1,71515.75,45650.47,2026,"China","East Asia & Pacific","Upper middle income"
"32","CIV",1,8781.32,6855.69,2026,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",1,8809.93,6567.39,2026,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1,36367.13,29258.31,2026,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",1,1604.41,1129.14,2026,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",1,5896.11,4085.37,2026,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",1,471.55,365.29,2026,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",1,84.17,75.58,2026,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",1,329.98,301.63,2026,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",1,36.75,47.37,2026,"Cyprus","Europe & Central Asia","High income"
"41","CZE",1,475.2,292.33,2026,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",1,2549.07,1305.82,2026,"Germany","Europe & Central Asia","High income"
"43","DJI",1,130.94,105.09,2026,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",1,254.87,121.79,2026,"Denmark","Europe & Central Asia","High income"
"45","DOM",1,2137.29,1756.53,2026,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",1,4145.63,2725.65,2026,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",1,3387.41,2402.12,2026,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",1,4595.08,3497.44,2026,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",1,1100.68,556.21,2026,"Spain","Europe & Central Asia","High income"
"50","EST",1,123.58,43.92,2026,"Estonia","Europe & Central Asia","High income"
"51","ETH",1,28388.53,23014.49,2026,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",1,129.53,57.96,2026,"Finland","Europe & Central Asia","High income"
"53","FJI",1,252.8,209.02,2026,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",1,2786.96,1336.87,2026,"France","Europe & Central Asia","High income"
"55","FSM",1,28.66,22.42,2026,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",1,779.54,482.6,2026,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",1,2815.91,1064.89,2026,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",1,286.32,190.97,2026,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",1,10570.76,7825.43,2026,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",1,7396.01,5970.66,2026,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",1,1633.76,1478.96,2026,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",1,868.68,710.55,2026,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",1,409.79,269.58,2026,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",1,383.57,182.56,2026,"Greece","Europe & Central Asia","High income"
"65","GTM",1,4303.58,3113.55,2026,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",1,191.56,121.99,2026,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",1,1638.37,1124.51,2026,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",1,183.29,92.95,2026,"Croatia","Europe & Central Asia","High income"
"69","HTI",1,1775.22,1479.08,2026,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",1,619.73,266.85,2026,"Hungary","Europe & Central Asia","High income"
"71","IDN",1,54773.38,39398.25,2026,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",1,203547.36,147712.8,2026,"India","South Asia","Lower middle income"
"73","IRL",1,309.98,135.66,2026,"Ireland","Europe & Central Asia","High income"
"74","IRN",1,2384.14,2004.67,2026,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",1,1114.52,865.45,2026,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",1,12.89,8.13,2026,"Iceland","Europe & Central Asia","High income"
"77","ISR",1,425.73,298.79,2026,"Israel","Middle East & North Africa","High income"
"78","ITA",1,1488.39,572.79,2026,"Italy","Europe & Central Asia","High income"
"79","JAM",1,476.42,349.84,2026,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",1,386.77,311.49,2026,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",1,6073.33,2262.25,2026,"Japan","East Asia & Pacific","High income"
"82","KAZ",1,2678.01,1412.29,2026,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",1,17623.62,12484.88,2026,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",1,1131.23,794.41,2026,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",1,2235.62,1610.11,2026,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1,40.78,33.82,2026,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",1,1748.99,965.31,2026,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",1,85.76,63.6,2026,"Kuwait","Middle East & North Africa","High income"
"89","LAO",1,826.27,570.89,2026,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",1,203.51,146.95,2026,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",1,2492.18,2064.18,2026,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",1,533.09,417.9,2026,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1,24.09,19.26,2026,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",1,1679.47,1043.08,2026,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",1,867.34,645.61,2026,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",1,253.89,123.42,2026,"Lithuania","Europe & Central Asia","High income"
"97","LUX",1,21.4,11.59,2026,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",1,131.02,72.02,2026,"Latvia","Europe & Central Asia","High income"
"99","MAR",1,3902.27,2467.52,2026,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",1,263.44,163.4,2026,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",1,12906.13,10035.58,2026,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",1,85.74,58.63,2026,"Maldives","South Asia","Upper middle income"
"103","MEX",1,13442.97,7747.61,2026,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",1,16.45,13.42,2026,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",1,71.92,48.07,2026,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",1,8065.66,6614.18,2026,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",1,8.9,6.84,2026,"Malta","Middle East & North Africa","High income"
"108","MMR",1,8703.32,6508.62,2026,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",1,71.22,44.14,2026,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",1,672.27,622.57,2026,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",1,16661.38,13817.08,2026,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",1,1384.17,1054.06,2026,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",1,98.39,69.75,2026,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",1,13381.29,10994.9,2026,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",1,2760.27,2313.17,2026,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",1,1138.22,823.82,2026,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",1,3112.56,2678.23,2026,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",1,34689.39,27034.04,2026,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",1,1434.67,979.31,2026,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",1,508.48,222.22,2026,"Netherlands","Europe & Central Asia","High income"
"121","NOR",1,288.46,114.53,2026,"Norway","Europe & Central Asia","High income"
"122","NPL",1,6096.22,4806.75,2026,"Nepal","South Asia","Lower middle income"
"123","NZL",1,165.87,106.22,2026,"New Zealand","East Asia & Pacific","High income"
"124","OMN",1,288.48,222.27,2026,"Oman","Middle East & North Africa","High income"
"125","PAK",1,12033.73,8401.22,2026,"Pakistan","South Asia","Lower middle income"
"126","PAN",1,542.59,390,2026,"Panama","Latin America & Caribbean","High income"
"127","PER",1,6518.69,4718.9,2026,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1,16937.64,12263.57,2026,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",1,2461.3,1894,2026,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",1,2296.15,1433.41,2026,"Poland","Europe & Central Asia","High income"
"131","PRT",1,430.31,217.85,2026,"Portugal","Europe & Central Asia","High income"
"132","PRY",1,2105.12,1569.65,2026,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",1,621.67,476.16,2026,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",1,54.59,60.96,2026,"Qatar","Middle East & North Africa","High income"
"135","ROU",1,1740.54,1046.29,2026,"Romania","Europe & Central Asia","High income"
"136","RUS",1,10059.56,5305.2,2026,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",1,4433.99,3573.5,2026,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",1,1073.62,762.63,2026,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",1,4542.11,3551.89,2026,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",1,8281.12,6576.56,2026,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",1,202.98,151.62,2026,"Singapore","East Asia & Pacific","High income"
"142","SLB",1,250.27,180.84,2026,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",1,1574.73,1283.92,2026,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",1,853.73,663.87,2026,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",1,4331.79,3663.99,2026,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",1,645.21,376.25,2026,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",1,115.62,111.02,2026,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",1,107.38,75.84,2026,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",1,413.58,210.62,2026,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",1,63.1,42.62,2026,"Slovenia","Europe & Central Asia","High income"
"151","SWE",1,500.06,219.57,2026,"Sweden","Europe & Central Asia","High income"
"152","SWZ",1,877.91,639.18,2026,"Eswatini","Sub-Saharan Africa","Lower middle income"
"153","TCD",1,3181.23,2681.48,2026,"Chad","Sub-Saharan Africa","Low income"
"154","TGO",1,1926.86,1533.81,2026,"Togo","Sub-Saharan Africa","Low income"
"155","THA",1,6726.22,4463.15,2026,"Thailand","East Asia & Pacific","Upper middle income"
"156","TJK",1,1009.37,764.69,2026,"Tajikistan","Europe & Central Asia","Lower middle income"
"157","TKM",1,877.95,590.89,2026,"Turkmenistan","Europe & Central Asia","Upper middle income"
"158","TLS",1,213.65,163.46,2026,"Timor-Leste","East Asia & Pacific","Lower middle income"
"159","TON",1,38.21,32.1,2026,"Tonga","East Asia & Pacific","Upper middle income"
"160","TTO",1,207.58,137.6,2026,"Trinidad and Tobago","Latin America & Caribbean","High income"
"161","TUN",1,524.54,323.01,2026,"Tunisia","Middle East & North Africa","Lower middle income"
"162","TUR",1,3955.44,2626.04,2026,"Türkiye","Europe & Central Asia","Upper middle income"
"163","TUV",1,4.26,3.58,2026,"Tuvalu","East Asia & Pacific","Upper middle income"
"164","TZA",1,48784.18,35943.62,2026,"Tanzania","Sub-Saharan Africa","Lower middle income"
"165","UGA",1,31660.93,25523.64,2026,"Uganda","Sub-Saharan Africa","Low income"
"166","UKR",1,2554.67,1127.54,2026,"Ukraine","Europe & Central Asia","Lower middle income"
"167","URY",1,232.68,157.38,2026,"Uruguay","Latin America & Caribbean","High income"
"168","USA",1,11025.19,5655.09,2026,"United States","North America","High income"
"169","UZB",1,3166.98,2148.85,2026,"Uzbekistan","Europe & Central Asia","Lower middle income"
"170","VNM",1,5512.28,3942.03,2026,"Vietnam","East Asia & Pacific","Lower middle income"
"171","VUT",1,47.35,42.1,2026,"Vanuatu","East Asia & Pacific","Lower middle income"
"172","WSM",1,25.74,20.67,2026,"Samoa","East Asia & Pacific","Lower middle income"
"173","XK",1,49.56,29.9,2026,"Kosovo","Europe & Central Asia","Upper middle income"
"174","ZAF",1,17013.07,9983.95,2026,"South Africa","Sub-Saharan Africa","Upper middle income"
"175","ZMB",1,15104.33,10949.5,2026,"Zambia","Sub-Saharan Africa","Low income"
"176","ZWE",1,11519.58,8928.37,2026,"Zimbabwe","Sub-Saharan Africa","Lower middle income"
