"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"28","CAN",1,932.71,537.08,2016,"Canada","North America","High income"
"29","CHE",1,152.52,83.41,2016,"Switzerland","Europe & Central Asia","High income"
"30","CHL",1,1496.4,1030.83,2016,"Chile","Latin America & Caribbean","High income"
"31","CHN",1,66291.37,42071.08,2016,"China","East Asia & Pacific","Upper middle income"
"32","CIV",1,6869.64,5337.71,2016,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",1,6709.89,4975.86,2016,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1,25125.36,20133.1,2016,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",1,1169.86,815.59,2016,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",1,6552.2,4505.88,2016,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",1,374.63,289.1,2016,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",1,81.63,73.09,2016,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",1,322.84,291.16,2016,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",1,33.68,42.52,2016,"Cyprus","Europe & Central Asia","High income"
"41","CZE",1,422.3,256.91,2016,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",1,2457.56,1243.41,2016,"Germany","Europe & Central Asia","High income"
"43","DJI",1,104.37,83.48,2016,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",1,280.11,131.54,2016,"Denmark","Europe & Central Asia","High income"
"45","DOM",1,2033.01,1662.58,2016,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",1,2535.31,1662.22,2016,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",1,3154.42,2221.58,2016,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",1,3042.16,2296.55,2016,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",1,1122.8,562.43,2016,"Spain","Europe & Central Asia","High income"
"50","EST",1,109.52,38.53,2016,"Estonia","Europe & Central Asia","High income"
"51","ETH",1,23711.44,19155.45,2016,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",1,123.31,54.38,2016,"Finland","Europe & Central Asia","High income"
"53","FJI",1,211.15,172.71,2016,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",1,2760.67,1316.4,2016,"France","Europe & Central Asia","High income"
"55","FSM",1,27.88,21.53,2016,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",1,521.01,319.46,2016,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",1,2397.61,893.1,2016,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",1,210.65,139.67,2016,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",1,8131.76,5954.86,2016,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",1,5847.83,4692.3,2016,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",1,1115.96,1002.14,2016,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",1,641.26,521.93,2016,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",1,274.96,180.99,2016,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",1,445.36,209.89,2016,"Greece","Europe & Central Asia","High income"
"65","GTM",1,4151.79,2989.93,2016,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",1,200.55,126.88,2016,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",1,1713.29,1176.06,2016,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",1,177.16,88.75,2016,"Croatia","Europe & Central Asia","High income"
"69","HTI",1,1623.15,1347.76,2016,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",1,664.24,282.67,2016,"Hungary","Europe & Central Asia","High income"
"71","IDN",1,50897.67,36364.34,2016,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",1,214324.23,154450.9,2016,"India","South Asia","Lower middle income"
"73","IRL",1,273.09,117.93,2016,"Ireland","Europe & Central Asia","High income"
"74","IRN",1,1840.89,1538.87,2016,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",1,870.36,673.61,2016,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",1,12.31,7.73,2016,"Iceland","Europe & Central Asia","High income"
"77","ISR",1,337.77,234.33,2016,"Israel","Middle East & North Africa","High income"
"78","ITA",1,1594.35,606.56,2016,"Italy","Europe & Central Asia","High income"
"79","JAM",1,475.36,347.65,2016,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",1,390.69,312.79,2016,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",1,6343.98,2339.91,2016,"Japan","East Asia & Pacific","High income"
"82","KAZ",1,1557.89,817.05,2016,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",1,15251.5,10771.31,2016,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",1,712.44,497.2,2016,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",1,1854.65,1325.29,2016,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1,30.21,24.85,2016,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",1,1781.55,969.97,2016,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",1,62.84,46.45,2016,"Kuwait","Middle East & North Africa","High income"
"89","LAO",1,758.95,519.8,2016,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",1,259.21,186.22,2016,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",1,2021.42,1665.3,2016,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",1,446.99,347.22,2016,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1,27.01,21.5,2016,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",1,1739.75,1075.66,2016,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",1,824.67,609.31,2016,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",1,206.39,99.65,2016,"Lithuania","Europe & Central Asia","High income"
"97","LUX",1,18.82,10.1,2016,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",1,137.65,74.72,2016,"Latvia","Europe & Central Asia","High income"
"99","MAR",1,3357.8,2119.44,2016,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",1,235.87,144.49,2016,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",1,10530.64,8154.07,2016,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",1,60.28,41.11,2016,"Maldives","South Asia","Upper middle income"
"103","MEX",1,13300.02,7621.09,2016,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",1,15.91,12.84,2016,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",1,73.94,48.78,2016,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",1,5864.26,4796.46,2016,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",1,8.09,6.14,2016,"Malta","Middle East & North Africa","High income"
"108","MMR",1,9860.38,7312.16,2016,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",1,74.77,45.49,2016,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",1,389.58,352.87,2016,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",1,12808.16,10572.97,2016,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",1,1029.07,779.82,2016,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",1,134.64,94.24,2016,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",1,10835.68,8873.27,2016,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",1,2768.97,2293.08,2016,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",1,831.48,594.8,2016,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",1,2045.62,1754.73,2016,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",1,25469.45,19720.92,2016,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",1,1333.02,907.53,2016,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",1,570,244.93,2016,"Netherlands","Europe & Central Asia","High income"
"121","NOR",1,282.52,109.73,2016,"Norway","Europe & Central Asia","High income"
"122","NPL",1,6715.95,5262.83,2016,"Nepal","South Asia","Lower middle income"
"123","NZL",1,153.03,96.62,2016,"New Zealand","East Asia & Pacific","High income"
"124","OMN",1,180.35,138.33,2016,"Oman","Middle East & North Africa","High income"
"125","PAK",1,10179.7,7084.06,2016,"Pakistan","South Asia","Lower middle income"
"126","PAN",1,486.02,347.58,2016,"Panama","Latin America & Caribbean","High income"
"127","PER",1,6682.39,4799.41,2016,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1,15277.14,10947.47,2016,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",1,2130.97,1615.06,2016,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",1,2107.35,1306.96,2016,"Poland","Europe & Central Asia","High income"
"131","PRT",1,516.67,258.93,2016,"Portugal","Europe & Central Asia","High income"
"132","PRY",1,2004.29,1480.97,2016,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",1,472.26,360.05,2016,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",1,40.04,44.27,2016,"Qatar","Middle East & North Africa","High income"
"135","ROU",1,1867.87,1110.31,2016,"Romania","Europe & Central Asia","High income"
"136","RUS",1,7601.01,3981.63,2016,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",1,3577.75,2869.6,2016,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",1,851.12,600.2,2016,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",1,3728.53,2901.14,2016,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",1,5985.41,4731.08,2016,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",1,213.56,158.66,2016,"Singapore","East Asia & Pacific","High income"
"142","SLB",1,184.56,132.56,2016,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",1,1289.56,1047.72,2016,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",1,896.16,691.97,2016,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",1,3334.08,2813.67,2016,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",1,763.28,440.45,2016,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",1,98.28,94.24,2016,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",1,102.71,72.46,2016,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",1,377.82,190.03,2016,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",1,52.4,34.82,2016,"Slovenia","Europe & Central Asia","High income"
"151","SWE",1,445.09,191.66,2016,"Sweden","Europe & Central Asia","High income"
"152","SWZ",1,833.47,603.59,2016,"Eswatini","Sub-Saharan Africa","Lower middle income"
"153","TCD",1,2352.74,1976.34,2016,"Chad","Sub-Saharan Africa","Low income"
"154","TGO",1,1502.2,1185.7,2016,"Togo","Sub-Saharan Africa","Low income"
"155","THA",1,7473.5,4919.43,2016,"Thailand","East Asia & Pacific","Upper middle income"
"156","TJK",1,638.96,480.03,2016,"Tajikistan","Europe & Central Asia","Lower middle income"
"157","TKM",1,614.65,411.28,2016,"Turkmenistan","Europe & Central Asia","Upper middle income"
"158","TLS",1,216.68,164.37,2016,"Timor-Leste","East Asia & Pacific","Lower middle income"
"159","TON",1,35.32,29.43,2016,"Tonga","East Asia & Pacific","Upper middle income"
"160","TTO",1,194.34,128.61,2016,"Trinidad and Tobago","Latin America & Caribbean","High income"
"161","TUN",1,386.71,237.42,2016,"Tunisia","Middle East & North Africa","Lower middle income"
"162","TUR",1,3952.76,2606.16,2016,"Türkiye","Europe & Central Asia","Upper middle income"
"163","TUV",1,3.94,3.28,2016,"Tuvalu","East Asia & Pacific","Upper middle income"
"164","TZA",1,36510.31,26799.71,2016,"Tanzania","Sub-Saharan Africa","Lower middle income"
"165","UGA",1,23190.44,18597.13,2016,"Uganda","Sub-Saharan Africa","Low income"
"166","UKR",1,2050.98,902.77,2016,"Ukraine","Europe & Central Asia","Lower middle income"
"167","URY",1,236.97,158.87,2016,"Uruguay","Latin America & Caribbean","High income"
"168","USA",1,11367.81,5772.67,2016,"United States","North America","High income"
"169","UZB",1,2372.4,1602.71,2016,"Uzbekistan","Europe & Central Asia","Lower middle income"
"170","VNM",1,4755.52,3377.06,2016,"Vietnam","East Asia & Pacific","Lower middle income"
"171","VUT",1,37.12,32.98,2016,"Vanuatu","East Asia & Pacific","Lower middle income"
"172","WSM",1,22.05,17.67,2016,"Samoa","East Asia & Pacific","Lower middle income"
"173","XK",1,58.63,35.18,2016,"Kosovo","Europe & Central Asia","Upper middle income"
"174","ZAF",1,13822.84,8094.13,2016,"South Africa","Sub-Saharan Africa","Upper middle income"
"175","ZMB",1,11722.45,8455.39,2016,"Zambia","Sub-Saharan Africa","Low income"
"176","ZWE",1,8337.24,6408.94,2016,"Zimbabwe","Sub-Saharan Africa","Lower middle income"
