"","country","current_cov","curr_cc_prev","curr_mort_prev","year","country_name","region","income_group"
"30","CHL",1,1531.31,1056.82,2018,"Chile","Latin America & Caribbean","High income"
"31","CHN",1,66999.92,42577.08,2018,"China","East Asia & Pacific","Upper middle income"
"32","CIV",1,7132.3,5547.24,2018,"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income"
"33","CMR",1,7159.69,5315.07,2018,"Cameroon","Sub-Saharan Africa","Lower middle income"
"34","COD",1,27306.29,21899.03,2018,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income"
"35","COG",1,1273.17,889.46,2018,"Congo, Rep.","Sub-Saharan Africa","Lower middle income"
"36","COL",1,6365.92,4385.81,2018,"Colombia","Latin America & Caribbean","Upper middle income"
"37","COM",1,393.61,303.98,2018,"Comoros","Sub-Saharan Africa","Lower middle income"
"38","CPV",1,80.14,71.79,2018,"Cabo Verde","Sub-Saharan Africa","Lower middle income"
"39","CRI",1,323.19,292.46,2018,"Costa Rica","Latin America & Caribbean","Upper middle income"
"40","CYP",1,35.05,44.48,2018,"Cyprus","Europe & Central Asia","High income"
"41","CZE",1,462.84,282.37,2018,"Czech Republic","Europe & Central Asia","High income"
"42","DEU",1,2450.4,1243.74,2018,"Germany","Europe & Central Asia","High income"
"43","DJI",1,101.79,81.48,2018,"Djibouti","Middle East & North Africa","Lower middle income"
"44","DNK",1,287.39,135.54,2018,"Denmark","Europe & Central Asia","High income"
"45","DOM",1,2043.08,1672.68,2018,"Dominican Republic","Latin America & Caribbean","Upper middle income"
"46","DZA",1,2912.87,1911,2018,"Algeria","Middle East & North Africa","Lower middle income"
"47","ECU",1,3183.5,2245.86,2018,"Ecuador","Latin America & Caribbean","Upper middle income"
"48","EGY",1,3173.11,2399.94,2018,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income"
"49","ESP",1,1209.49,607.33,2018,"Spain","Europe & Central Asia","High income"
"50","EST",1,118.69,41.87,2018,"Estonia","Europe & Central Asia","High income"
"51","ETH",1,24351.72,19688.07,2018,"Ethiopia","Sub-Saharan Africa","Low income"
"52","FIN",1,127.91,56.62,2018,"Finland","Europe & Central Asia","High income"
"53","FJI",1,224.7,184.24,2018,"Fiji","East Asia & Pacific","Upper middle income"
"54","FRA",1,2777.25,1326.34,2018,"France","Europe & Central Asia","High income"
"55","FSM",1,28.51,22.08,2018,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income"
"56","GAB",1,560.76,344.57,2018,"Gabon","Sub-Saharan Africa","Upper middle income"
"57","GBR",1,2563.52,958.45,2018,"United Kingdom","Europe & Central Asia","High income"
"58","GEO",1,227.8,151.25,2018,"Georgia","Europe & Central Asia","Upper middle income"
"59","GHA",1,8575.77,6295.3,2018,"Ghana","Sub-Saharan Africa","Lower middle income"
"60","GIN",1,6150.61,4941.55,2018,"Guinea","Sub-Saharan Africa","Low income"
"61","GMB",1,1210.54,1088.99,2018,"Gambia, The","Sub-Saharan Africa","Low income"
"62","GNB",1,688.29,560.79,2018,"Guinea-Bissau","Sub-Saharan Africa","Low income"
"63","GNQ",1,300.89,198.04,2018,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income"
"64","GRC",1,456.71,215.81,2018,"Greece","Europe & Central Asia","High income"
"65","GTM",1,4112.28,2964.76,2018,"Guatemala","Latin America & Caribbean","Upper middle income"
"66","GUY",1,188.81,119.62,2018,"Guyana","Latin America & Caribbean","Upper middle income"
"67","HND",1,1707.19,1171.77,2018,"Honduras","Latin America & Caribbean","Lower middle income"
"68","HRV",1,189.02,94.98,2018,"Croatia","Europe & Central Asia","High income"
"69","HTI",1,1655.37,1375.58,2018,"Haiti","Latin America & Caribbean","Lower middle income"
"70","HUN",1,671.89,286.74,2018,"Hungary","Europe & Central Asia","High income"
"71","IDN",1,50365.56,36039.56,2018,"Indonesia","East Asia & Pacific","Lower middle income"
"72","IND",1,217094.24,156696.14,2018,"India","South Asia","Lower middle income"
"73","IRL",1,296.25,128.37,2018,"Ireland","Europe & Central Asia","High income"
"74","IRN",1,1946.97,1629.93,2018,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income"
"75","IRQ",1,903.58,699.82,2018,"Iraq","Middle East & North Africa","Upper middle income"
"76","ISL",1,12.77,8.03,2018,"Iceland","Europe & Central Asia","High income"
"77","ISR",1,354.06,246.36,2018,"Israel","Middle East & North Africa","High income"
"78","ITA",1,1613.93,615.93,2018,"Italy","Europe & Central Asia","High income"
"79","JAM",1,463.16,339.04,2018,"Jamaica","Latin America & Caribbean","Upper middle income"
"80","JOR",1,411.62,330.01,2018,"Jordan","Middle East & North Africa","Upper middle income"
"81","JPN",1,6338.49,2344.29,2018,"Japan","East Asia & Pacific","High income"
"82","KAZ",1,1855.39,974.32,2018,"Kazakhstan","Europe & Central Asia","Upper middle income"
"83","KEN",1,16122.51,11393.89,2018,"Kenya","Sub-Saharan Africa","Lower middle income"
"84","KGZ",1,772.39,539.79,2018,"Kyrgyz Republic","Europe & Central Asia","Lower middle income"
"85","KHM",1,1953.15,1398.15,2018,"Cambodia","East Asia & Pacific","Lower middle income"
"86","KIR",1,35.25,29.05,2018,"Kiribati","East Asia & Pacific","Lower middle income"
"87","KOR",1,1766.63,965.64,2018,"Korea, Rep.","East Asia & Pacific","High income"
"88","KWT",1,69.93,51.73,2018,"Kuwait","Middle East & North Africa","High income"
"89","LAO",1,784.49,538.37,2018,"Lao PDR","East Asia & Pacific","Lower middle income"
"90","LBN",1,248.54,178.79,2018,"Lebanon","Middle East & North Africa","Lower middle income"
"91","LBR",1,2130.44,1757.17,2018,"Liberia","Sub-Saharan Africa","Low income"
"92","LBY",1,472.2,367.59,2018,"Libya","Middle East & North Africa","Upper middle income"
"93","LCA",1,25.23,20.1,2018,"St. Lucia","Latin America & Caribbean","Upper middle income"
"94","LKA",1,1750.78,1083.74,2018,"Sri Lanka","South Asia","Lower middle income"
"95","LSO",1,807.81,597.78,2018,"Lesotho","Sub-Saharan Africa","Lower middle income"
"96","LTU",1,196.39,94.97,2018,"Lithuania","Europe & Central Asia","High income"
"97","LUX",1,19.08,10.26,2018,"Luxembourg","Europe & Central Asia","High income"
"98","LVA",1,143.46,78.11,2018,"Latvia","Europe & Central Asia","High income"
"99","MAR",1,3398.7,2146.15,2018,"Morocco","Middle East & North Africa","Lower middle income"
"100","MDA",1,247.95,152.31,2018,"Moldova","Europe & Central Asia","Upper middle income"
"101","MDG",1,11001.21,8526.41,2018,"Madagascar","Sub-Saharan Africa","Low income"
"102","MDV",1,68.98,47.07,2018,"Maldives","South Asia","Upper middle income"
"103","MEX",1,13226.17,7588.86,2018,"Mexico","Latin America & Caribbean","Upper middle income"
"104","MHL",1,16.29,13.18,2018,"Marshall Islands","East Asia & Pacific","Upper middle income"
"105","MKD",1,70.74,46.82,2018,"North Macedonia","Europe & Central Asia","Upper middle income"
"106","MLI",1,6383.86,5224.16,2018,"Mali","Sub-Saharan Africa","Low income"
"107","MLT",1,8.19,6.24,2018,"Malta","Middle East & North Africa","High income"
"108","MMR",1,9586.17,7122.01,2018,"Myanmar","East Asia & Pacific","Lower middle income"
"109","MNE",1,75.71,46.27,2018,"Montenegro","Europe & Central Asia","Upper middle income"
"110","MNG",1,440.71,401.28,2018,"Mongolia","East Asia & Pacific","Lower middle income"
"111","MOZ",1,13541.8,11189.77,2018,"Mozambique","Sub-Saharan Africa","Low income"
"112","MRT",1,1091.85,828.24,2018,"Mauritania","Sub-Saharan Africa","Lower middle income"
"113","MUS",1,125.19,87.89,2018,"Mauritius","Sub-Saharan Africa","Upper middle income"
"114","MWI",1,11686.84,9577.41,2018,"Malawi","Sub-Saharan Africa","Low income"
"115","MYS",1,2679.9,2225.68,2018,"Malaysia","East Asia & Pacific","Upper middle income"
"116","NAM",1,897.69,643.87,2018,"Namibia","Sub-Saharan Africa","Upper middle income"
"117","NER",1,2239.76,1922.51,2018,"Niger","Sub-Saharan Africa","Low income"
"118","NGA",1,27220.6,21105.41,2018,"Nigeria","Sub-Saharan Africa","Lower middle income"
"119","NIC",1,1355.92,923.68,2018,"Nicaragua","Latin America & Caribbean","Lower middle income"
"120","NLD",1,549.18,237.02,2018,"Netherlands","Europe & Central Asia","High income"
"121","NOR",1,291.32,113.8,2018,"Norway","Europe & Central Asia","High income"
"122","NPL",1,6575.95,5160.84,2018,"Nepal","South Asia","Lower middle income"
"123","NZL",1,160.84,101.92,2018,"New Zealand","East Asia & Pacific","High income"
"124","OMN",1,196.81,151.11,2018,"Oman","Middle East & North Africa","High income"
"125","PAK",1,10480.99,7298.56,2018,"Pakistan","South Asia","Lower middle income"
"126","PAN",1,498.94,357.24,2018,"Panama","Latin America & Caribbean","High income"
"127","PER",1,6838.97,4921.57,2018,"Peru","Latin America & Caribbean","Upper middle income"
"128","PHL",1,15691.42,11271.1,2018,"Philippines","East Asia & Pacific","Lower middle income"
"129","PNG",1,2212.02,1681.94,2018,"Papua New Guinea","East Asia & Pacific","Lower middle income"
"130","POL",1,2284.68,1419.26,2018,"Poland","Europe & Central Asia","High income"
"131","PRT",1,505.29,253.91,2018,"Portugal","Europe & Central Asia","High income"
"132","PRY",1,2044.47,1513.86,2018,"Paraguay","Latin America & Caribbean","Upper middle income"
"133","PSE",1,500.18,381.78,2018,"West Bank and Gaza","Middle East & North Africa","Lower middle income"
"134","QAT",1,43.46,48.15,2018,"Qatar","Middle East & North Africa","High income"
"135","ROU",1,1958.2,1167.15,2018,"Romania","Europe & Central Asia","High income"
"136","RUS",1,8047.79,4222.13,2018,"Russian Federation","Europe & Central Asia","Upper middle income"
"137","RWA",1,3810.33,3059.59,2018,"Rwanda","Sub-Saharan Africa","Low income"
"138","SAU",1,881.44,622.67,2018,"Saudi Arabia","Middle East & North Africa","High income"
"139","SDN",1,3895.6,3034.37,2018,"Sudan","Sub-Saharan Africa","Low income"
"140","SEN",1,6468.71,5118.53,2018,"Senegal","Sub-Saharan Africa","Lower middle income"
"141","SGP",1,219.3,163.15,2018,"Singapore","East Asia & Pacific","High income"
"142","SLB",1,192.15,138.21,2018,"Solomon Islands","East Asia & Pacific","Lower middle income"
"143","SLE",1,1364.88,1109.73,2018,"Sierra Leone","Sub-Saharan Africa","Low income"
"144","SLV",1,883.43,683.33,2018,"El Salvador","Latin America & Caribbean","Lower middle income"
"145","SOM",1,3549.06,2996.45,2018,"Somalia","Sub-Saharan Africa","Low income"
"146","SRB",1,751.07,434.49,2018,"Serbia","Europe & Central Asia","Upper middle income"
"147","STP",1,103.15,98.94,2018,"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income"
"148","SUR",1,103.23,72.84,2018,"Suriname","Latin America & Caribbean","Upper middle income"
"149","SVK",1,395.78,199.69,2018,"Slovak Republic","Europe & Central Asia","High income"
"150","SVN",1,56.66,37.81,2018,"Slovenia","Europe & Central Asia","High income"
"151","SWE",1,469.52,203.23,2018,"Sweden","Europe & Central Asia","High income"
"152","SWZ",1,869.25,630.2,2018,"Eswatini","Sub-Saharan Africa","Lower middle income"
"153","TCD",1,2516.7,2115.59,2018,"Chad","Sub-Saharan Africa","Low income"
"154","TGO",1,1603.5,1267.9,2018,"Togo","Sub-Saharan Africa","Low income"
"155","THA",1,7354.85,4850.68,2018,"Thailand","East Asia & Pacific","Upper middle income"
"156","TJK",1,696.41,524.21,2018,"Tajikistan","Europe & Central Asia","Lower middle income"
"157","TKM",1,620.35,415.61,2018,"Turkmenistan","Europe & Central Asia","Upper middle income"
"158","TLS",1,212.38,161.43,2018,"Timor-Leste","East Asia & Pacific","Lower middle income"
"159","TON",1,35.21,29.4,2018,"Tonga","East Asia & Pacific","Upper middle income"
"160","TTO",1,201.47,133.38,2018,"Trinidad and Tobago","Latin America & Caribbean","High income"
"161","TUN",1,399.48,245.43,2018,"Tunisia","Middle East & North Africa","Lower middle income"
"162","TUR",1,3994.92,2638.7,2018,"Türkiye","Europe & Central Asia","Upper middle income"
"163","TUV",1,3.92,3.28,2018,"Tuvalu","East Asia & Pacific","Upper middle income"
"164","TZA",1,39312.32,28880.69,2018,"Tanzania","Sub-Saharan Africa","Lower middle income"
"165","UGA",1,25160.16,20200.16,2018,"Uganda","Sub-Saharan Africa","Low income"
"166","UKR",1,2300.01,1012.97,2018,"Ukraine","Europe & Central Asia","Lower middle income"
"167","URY",1,230.86,155.1,2018,"Uruguay","Latin America & Caribbean","High income"
"168","USA",1,11567.83,5888.51,2018,"United States","North America","High income"
"169","UZB",1,2562.45,1732.73,2018,"Uzbekistan","Europe & Central Asia","Lower middle income"
"170","VNM",1,4921.6,3500.7,2018,"Vietnam","East Asia & Pacific","Lower middle income"
"171","VUT",1,41.51,36.89,2018,"Vanuatu","East Asia & Pacific","Lower middle income"
"172","WSM",1,23.28,18.66,2018,"Samoa","East Asia & Pacific","Lower middle income"
"173","XK",1,57.69,34.66,2018,"Kosovo","Europe & Central Asia","Upper middle income"
"174","ZAF",1,14789.88,8664.2,2018,"South Africa","Sub-Saharan Africa","Upper middle income"
"175","ZMB",1,12389.53,8946.44,2018,"Zambia","Sub-Saharan Africa","Low income"
"176","ZWE",1,8940.71,6885.05,2018,"Zimbabwe","Sub-Saharan Africa","Lower middle income"
